samples,BackhedF_2015.metaphlan_bugs_list.stool:SID10_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID103_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID12_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID128_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID130_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID133_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID137_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID150_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID157_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID172_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID179_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID18_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID181_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID184_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID195_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID201_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID224_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID229_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID240_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID256_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID258_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID26_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID263_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID265_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID268_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID275_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID276_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID282_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID332_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID338_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID341_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID343_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID345_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID367_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID377_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID385_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID387_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID39_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID397_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID45_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID503_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID504_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID51_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID511_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID521_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID526_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID527_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID536_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID544_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID560_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID565_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID567_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID570_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID572_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID577_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID582_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID585_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID587_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID589_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID590_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID591_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID599_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID608_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID615_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID624_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID626_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID633_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID7_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID82_12M,BackhedF_2015.metaphlan_bugs_list.stool:SID87_12M
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0.06728,0.87883,3.40385,0.11476,20.55488,0.67653,14.55067,0.73292,0.18297,0.67838,0.44682,0.47528,3.76883,0.03145,1.51012,0.35489,2.15284,0.09512,0.33543,1.28098,0.49901,0.31169,0.24516,1.99761,0.07268,0.0058,0.00444,1.11539,0.01395,0.21537,0.03009,0.82801,0.02974,0.41239,0.98772,0.62451,0.08063,0.03111,0.4709,1.93919,0.12475,4.04498,0.05505,0.85407,36.80899,2.78715,0.25547,0.07301,0.21788,0.33642,1.07369,1.98332,0.19822,0.11482,3.55822,0.13723,0.00762,1.56543,0.08743,0.09044,0.32904,5.11726,16.60655,0.3859,1.35486,0.37584,4.0462,1.86827,0.01745,0.03583
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,14.22115,0.03524,0,8.12431,0.9083,13.78869,0.36271,0.00725,7.42968,4.68644,10.98019,1.95222,3.77572,1.09954,20.47607,13.5635,0.01727,5.15108,21.51423,13.94133,2.08642,5.41141,3.01774,3.13744,5.51065,4.63359,7.31649,1.80789,1.79164,3.41366,0.5197,0.30538,0.92039,12.55745,16.49241,1.07105,0.2972,6.75738,4.10585,63.22026,10.50373,5.19997,1.96048,0.55192,0.33885,0.68705,4.46573,0.52894,0,1.32601,1.13552,26.41587,8.28725,1.50876,25.74181,2.39076,2.68878,5.6097,4.3592,7.9442,0.00142,6.28995,12.85622,6.13479,3.44124,4.84347,42.26173,11.16441,4.11634,2.4821
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,0,0.01303,0,0.00736,0,0.04226,0,0.01562,0,0.69895,0,0,0,0,0.06883,0.03088,0.03937,0.0021,0.18577,0.11622,0.02469,0,0.00491,0.00819,0.00507,0.0153,0,0,0.04734,0.02006,0.0698,0.00923,0,0.08851,0,0,0.30375,0,0.02859,0.64814,0,0.10062,0.00758,0.00557,0.10028,1.05619,0.03106,0,0,0.00992,0.10206,0.80969,0.17523,0,0.03038,0,0,0,0.00264,0.06812,0.00573,0,0.30672,0,0,0,0.09072,0.00348,0.0185,0.00026
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,0.23709,29.14736,1.40588,0.27313,5.92269,0.96874,0.77882,11.62334,1.06606,6.21609,2.62595,2.59403,1.50893,0.13361,22.84707,0,0.68236,4.78528,0.01546,1.83939,0.73682,0.55311,0.45974,1.39637,0.5508,1.44704,0.17703,10.3352,5.34302,0.13744,1.95124,2.42838,0.443,3.87994,0.33566,5.95832,5.30578,12.43971,0.42339,1.22644,0.9267,2.39505,0.73538,0.4974,1.61172,7.55632,1.45256,0.67924,1.02102,1.87292,0.70472,0.30105,7.36599,0.02882,0.35207,0.80097,0.17894,0.71324,0.05196,6.7942,1.38619,0.6349,12.32499,0.11417,3.11677,0.50151,0.00629,1.70842,1.92327,2.06735
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0,0,0,0,0.05436,0,0,0,0,0.00063,0,0,0,0,0,0,0,0,0,0,0,0.00149,0,0.00988,0,0,0,0,0.00358,0,0,0,0,0,0,0.01526,0,0,0,0,0.00239,0,0,0,0.01454,0.21974,0,0,0,0,0,0,0,0,0,0,0.00129,0,0,0,0.00045,0,0,0,0,0.00516,0,0,0.00646,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae,0.35109,0.87866,0.51397,0.39134,0.36493,0.21624,0.13233,1.1314,0.35255,0.79556,0.48877,0.28601,0.75456,0.0227,1.69129,0.11476,0.0252,5.74993,0.04255,0.42428,0.22736,0.1173,0.25273,0.44397,0.08593,0.13043,0.01352,0.50256,1.44972,0.18736,0.0575,0.11578,0.02072,0.28539,0.03457,1.45602,0.72247,0.18944,0.21786,0.21653,0.34184,1.52492,0.11831,0.09496,0.02314,0.41729,0.23842,0.29614,0.06259,0.15435,0.08382,0.07199,0.28328,0.01744,0.01262,0.42926,0.08125,0.06869,0.07066,0.44395,0.93227,0.55006,0.38556,0.78991,0.18093,0.16532,0.04207,0.50317,0.1449,0.25401
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,21.35777,10.72811,0.0638,22.76029,22.57526,15.11214,19.38487,0.12306,0.03113,10.78282,12.54936,21.76853,5.39287,10.47526,19.2885,1.02257,1.83572,1.03345,14.46149,16.17193,1.60352,13.54445,9.10843,0.19026,19.09282,9.16355,21.84538,3.97713,1.55537,20.27846,9.20528,2.2399,10.4599,9.75063,0.61893,26.33469,2.78567,7.52618,6.90268,4.31249,17.38895,16.67072,25.29659,10.34334,0.00315,1.21458,6.7593,10.65046,1.85196,0.05962,0.61661,0.02635,0.07559,18.12787,22.50707,11.76139,22.79273,1.66608,17.12568,0.78735,0.03772,22.6372,0.30064,20.88638,12.56604,8.49749,17.46961,4.47708,22.59186,19.33153
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,0.83468,0.05995,0.00601,4.9586,0,5.95512,7.10589,0,5.2119,1.60584,2.15066,6.07998,0.00483,5.44867,0,18.53501,7.41281,0.00509,11.54602,0,0.00416,10.37171,4.82275,0.01278,2.40368,0,4.55336,0,1.62762,3.32022,0.00427,0.01297,0.27387,7.96197,0.00539,0,0,9.95132,0.04135,0,0.53846,0.00166,3.8617,3.54696,1.99529,0.25617,4.84811,0.02514,2.74025,5.17082,7.95364,3.13958,0.01375,1.27075,7.43592,8.69564,8.70845,11.90936,1.59682,16.4641,4.59058,0.81401,0.00208,0,0.0341,0.66881,0.34473,8.14534,7.50013,1.35089
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,3.48016,8.67069,22.2059,9.23037,9.47195,7.92317,6.67572,20.57842,11.48934,9.77808,16.94261,13.19671,9.88385,13.10174,19.43758,0.48414,2.93957,37.34334,14.51795,7.96687,20.56379,7.6779,11.20714,15.73392,3.58644,16.5589,9.23151,15.68706,16.12368,16.56619,3.1079,12.84883,4.33447,11.93989,2.75081,11.4122,13.93824,7.68692,7.17991,5.34136,14.78562,23.25029,8.0371,5.99146,4.49159,38.43243,4.10917,10.47398,10.571,8.64587,13.101,4.93433,21.17153,14.64655,6.81691,20.7334,15.91576,3.18578,10.86364,15.5486,44.61298,29.89832,8.79207,12.29079,17.44629,2.97292,1.767,6.23278,5.61498,10.44539
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae,13.93785,0.90656,0,8.94222,3.07206,1.5738,11.77591,0,0.00078,19.53263,0,0.48059,0.03972,41.97467,0.00081,0.08063,0.00028,0.02715,0.01003,0.30445,1.54992,2.61995,12.79179,7.27196,9.86897,1.1747,10.78939,0,0.29731,24.88788,15.4184,0.00458,4.14617,1.66217,1.64016,19.0136,0,4.27267,31.73756,0.56395,9.66072,0.00027,1.03183,0.31372,0.00111,0.10054,0.00029,3.41345,0,0,5.02493,0,0.12909,13.71116,0.39637,0.0017,6.9087,0.35376,12.60655,0,0.00194,12.81735,0,19.75508,3.71892,1.55322,1.24981,8.21471,1.91588,4.87188
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae,3.76946,44.6244,0,20.56885,0,13.9536,0.02177,0,0.01694,14.72098,0.00869,16.96472,0.00807,5.4739,0,0,0.06444,0.01383,0,0.00053,0.00494,10.05551,17.20219,0,0.00595,5.28886,2.7822,0,0,11.64609,0.00141,0,1.46255,2.94336,5.34535,0,0,0,0.01927,0.2226,22.57378,0,9.32737,0.00892,0,0.00035,0,7.04368,2.99892,2.85537,0,0,0.02778,0.03335,7.38865,0.00662,0.80996,0.04881,0,0,0.00587,1.20539,40.3323,7.14927,0.0148,9.21111,0,0,12.59535,23.70783
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,0,0.00461,0.01846,0,0.04908,0,0.00487,0,0.01885,0,0,0,0,0,0,0,0.00775,0.04922,0.10724,0.01278,0.00511,0.02608,0.00803,0.02426,0.00261,0.02029,0.0099,0.03882,0.00144,0.00411,0,0.00158,0,0,0.00306,0.03519,0.00046,0.00278,0,0,0,0,0.01046,0.01538,0,0.03267,0.02868,0.00057,0.00358,0,0.00774,0.00559,0.03317,0.0036,0,0.2434,0.04983,0,0.10303,0.02449,0.01569,0.02463,0,0,0.02599,0,0.00348,0,0,0.00628
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae,3.8708,0.03442,4.41127,4.35448,0.06799,2.26077,0.89462,5.27892,8.03399,0.0467,0.75889,0.29794,12.52525,0.31627,9.07873,2.96303,19.0541,1.35452,1.29305,12.45457,3.01431,3.66503,0.38805,3.06215,5.37879,0.33741,0.85983,13.76287,1.21352,0.12797,0.0272,0.30462,3.16951,0.87854,2.28443,6.92362,5.87193,0.13522,0.58075,1.65792,0.63213,6.5659,2.20771,0.12904,0.46986,2.75289,0.34828,0.24731,23.44396,0.02831,6.7071,5.63924,10.13897,0.8755,0.01482,3.54614,1.41533,3.41183,7.74885,1.87459,6.71049,1.32335,1.77081,0.61128,4.95975,0.16134,1.73759,0.068,3.37848,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,34.71862,0.00525,64.88045,15.61856,35.2053,26.2925,33.41362,48.6626,55.04636,22.88937,40.87301,33.52824,58.13162,16.53273,0.09627,46.94974,58.08628,37.50849,25.49623,0.01764,61.89052,12.67061,37.38252,61.47118,50.39447,42.99001,37.59134,33.37876,66.10093,15.65139,66.48912,79.03581,65.99541,27.54515,59.4772,16.89048,61.15768,39.77058,46.65554,10.57777,21.42544,20.81818,41.16047,73.68829,52.52475,0.02512,68.5615,65.50695,9.67751,77.94226,54.96742,49.72028,48.87203,45.5938,4.50054,39.65517,29.65358,64.76652,34.06764,44.06162,32.47096,10.56535,0.12776,22.22725,47.06268,64.44821,24.54446,31.14485,35.50765,15.30563
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia,0.06728,0.18447,0.21101,0.11476,20.45247,0.67653,14.54214,0.6528,0.18297,0.67838,0.33167,0.47528,3.76883,0.03145,1.50661,0.31935,2.09019,0.09512,0.33543,1.12214,0.49901,0.31169,0.24516,1.80657,0.06527,0.0058,0.00444,0.95425,0.01395,0.21537,0.02589,0.80702,0.02974,0.27765,0.98772,0.62451,0.07652,0.03111,0.46808,1.93919,0.12475,3.26658,0.05505,0.85142,36.33287,2.55429,0.14961,0.07301,0.16959,0.33642,1.07369,1.97824,0.19822,0.01886,3.47117,0.08044,0.00762,1.56543,0.05232,0.09044,0.30496,5.02125,15.33923,0.37185,1.11586,0.18751,4.0462,1.84823,0.01745,0.03583
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,14.22115,0.03524,0,8.12431,0.9083,13.78869,0.36271,0.00725,7.42968,4.68644,10.98019,1.95222,3.77572,1.09954,20.47607,13.5635,0.01727,5.15108,21.51423,13.94133,2.08642,5.41141,3.01774,3.13744,5.51065,4.63359,7.31649,1.80789,1.79164,3.41366,0.5197,0.30538,0.92039,12.55745,16.49241,1.07105,0.2972,6.75738,4.10585,63.22026,10.50373,5.19997,1.96048,0.55192,0.33885,0.68705,4.46573,0.52894,0,1.32601,1.13552,26.41587,8.28725,1.50876,25.74181,2.39076,2.68878,5.6097,4.3592,7.9442,0.00142,6.28995,12.85622,6.13479,3.44124,4.84347,42.26173,11.16441,4.11634,2.4821
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,0,0.01303,0,0.00736,0,0.04226,0,0.01562,0,0.69895,0,0,0,0,0.06883,0.03088,0.03937,0.0021,0.18577,0.11622,0.02469,0,0.00491,0.00819,0.00507,0.0153,0,0,0.04734,0.02006,0.0698,0.00923,0,0.08851,0,0,0.30375,0,0.02859,0.64814,0,0.10062,0.00758,0.00557,0.10028,1.05619,0.03106,0,0,0.00992,0.10206,0.80969,0.17523,0,0.03038,0,0,0,0.00264,0.06812,0.00573,0,0.30672,0,0,0,0.09072,0.00348,0.0185,0.00026
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium,0.23709,29.14736,1.40588,0.22907,5.92269,0.96874,0.63064,11.62334,1.06606,6.21609,2.62595,2.5406,1.2047,0.11305,22.40134,0,0.68236,4.78528,0.01546,1.83939,0.73682,0.55311,0.09703,1.39637,0.34435,1.44704,0.16975,10.3352,5.34302,0.08951,1.95124,2.42838,0.443,3.87994,0.33566,5.76874,5.30578,12.43971,0.42339,1.22644,0.9267,2.39505,0.73538,0.4974,1.60806,7.55632,1.45256,0.66509,0.9722,1.87292,0.52735,0.30105,7.36599,0.02882,0.35207,0.80097,0.17894,0.71324,0.05196,6.7942,1.38619,0.6349,12.32499,0.06001,3.11677,0.50151,0.00629,1.70842,1.92327,2.06735
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus,0,0,0,0,0.05436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149,0,0.00988,0,0,0,0,0,0,0,0,0,0,0,0.01526,0,0,0,0,0.00239,0,0,0,0.01454,0.21974,0,0,0,0,0,0,0,0,0,0,0.00129,0,0,0,0.00045,0,0,0,0,0.00516,0,0,0.00646,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname,0.35109,0.84904,0.51397,0.39134,0.36493,0.21624,0.13233,1.1314,0.35255,0.79556,0.48877,0.28601,0.75456,0.0227,1.69129,0.11476,0.0252,5.74809,0.04255,0.42342,0.22736,0.1173,0.25273,0.43939,0.08593,0.13043,0.01352,0.50256,1.44972,0.18736,0.0575,0.11578,0.02072,0.28539,0.03457,1.45295,0.72247,0.18944,0.21786,0.21653,0.34184,1.52492,0.11831,0.09496,0.02314,0.41729,0.23842,0.29614,0.06259,0.15435,0.08382,0.07199,0.28328,0.01744,0.01262,0.42926,0.08125,0.06869,0.07066,0.44298,0.93227,0.55006,0.38556,0.78991,0.18093,0.16532,0.04207,0.49789,0.1449,0.25401
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides,0.83468,0.01057,0.00601,3.40647,0,5.95512,7.10013,0,5.2119,1.60584,2.14155,6.07998,0,1.3265,0,14.90154,7.41281,0.00509,11.01154,0,0.00416,10.36287,3.50463,0.01278,2.40204,0,4.55223,0,0.50465,3.32022,0.00249,0.01297,0.27387,6.48862,0.00539,0,0,9.95132,0.00572,0,0,0.00166,3.8617,3.54696,1.99529,0,4.84811,0.00533,2.69501,5.13116,7.56295,3.13958,0,1.2003,1.86887,8.69564,8.70845,11.90936,1.59682,16.44538,4.58967,0.67296,0,0,0.01561,0.66881,0.21938,8.14534,5.30678,1.35089
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium,13.07585,10.23906,0,4.42362,0.03351,10.14481,14.15727,0.00268,0.02046,3.6504,0,5.94205,3.28577,6.45302,0.00492,0.53699,1.82228,0.0137,5.4147,15.87992,0,4.79477,1.46392,0.00036,14.85243,8.92248,9.24621,0,0,6.05507,8.80611,1.9205,8.22175,0.01084,0,14.15076,2.29444,4.96493,4.02371,1.29627,8.61568,16.2818,13.72614,8.90859,0.00027,0,4.37954,4.37547,0.00034,0.02427,0,0,0.00199,9.6106,12.71075,6.68307,10.25846,0.99739,13.57366,0.46797,0.00599,13.3996,0,8.47431,0.02174,0.89188,11.11864,0,5.53646,3.89256
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum,0.65213,0.3697,0.0638,6.39176,0.20569,0.55608,0.66604,0.12038,0.0075,2.57563,0.99122,15.73827,1.65345,0.85579,0.1726,0.12211,0.00938,1.01975,0.00528,0.15121,1.52707,1.40577,4.8151,0.1899,0.46226,0.24107,0.83939,3.97713,0.05976,0.59075,0.36548,0.3194,0.74628,0.02199,0.52351,9.39013,0.34877,0.56963,0.01578,1.65532,3.71776,0.38892,4.38168,1.42632,0.00287,0.25576,0.54919,0.83326,1.0683,0.02787,0.60825,0,0.06834,1.97056,1.62336,0.70826,2.68013,0.22889,0.14035,0.31938,0.03144,0.59848,0.23751,3.17703,1.79184,6.67539,6.35097,0.20854,0.19532,2.97552
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia,0.94036,4.19118,21.60553,2.13761,7.99894,1.70401,0.35402,15.36358,11.47823,4.46496,1.75273,2.27193,6.41582,0.76515,8.89897,0.20772,2.85738,31.18477,5.44167,7.67986,2.2803,1.63327,3.52885,5.27084,1.03835,3.74288,2.18553,14.45051,2.59294,1.31732,1.00588,11.67001,0.7764,8.8483,0.8934,8.47781,13.63461,4.21496,2.29055,5.00115,3.59255,2.15875,1.00252,1.37944,3.85476,3.63296,0.91077,2.42366,1.7864,8.34834,3.61197,4.92198,21.01521,1.25776,2.95409,1.52163,4.04764,1.53039,0.64051,12.00442,40.47658,1.29727,4.67808,2.6757,5.01688,0.71162,0.24172,4.8123,2.45804,5.98525
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium,13.93286,0.90656,0,8.94222,3.07206,1.5738,11.77591,0,0.00078,19.53263,0,0.48059,0.03972,41.97467,0.00081,0.08063,0.00028,0.02715,0.01003,0.30445,1.54992,2.61995,12.79179,7.27196,9.86897,1.1747,10.78939,0,0.29731,24.88788,15.4184,0.00458,4.14617,1.66217,1.64016,19.0136,0,4.13956,31.73756,0.56395,9.66072,0.00027,1.03183,0.31372,0.00111,0.10054,0,3.41345,0,0,5.02493,0,0.12909,13.71116,0.39637,0.0017,6.9087,0.35376,12.60655,0,0.00194,12.81735,0,19.75508,3.71892,1.55322,1.24981,8.21471,1.91588,4.87188
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea,0,0,0,0,0.02262,0,0.00853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04013,0,0,0,0,0.01323,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,3.76946,44.6244,0,20.56885,0,13.9536,0.02177,0,0.01694,14.72098,0.00869,16.96472,0.00807,5.4739,0,0,0.06444,0.01383,0,0.00053,0.00494,10.05551,17.20219,0,0.00595,5.28886,2.7822,0,0,11.64609,0.00141,0,1.46255,2.94336,5.34535,0,0,0,0.01927,0.2226,22.57378,0,9.32737,0.00892,0,0.00035,0,7.04368,2.99892,2.85537,0,0,0.02778,0.03335,7.38865,0.00662,0.80996,0.04881,0,0,0.00587,1.20539,40.3323,7.14927,0.0148,9.21111,0,0,12.59535,23.70783
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia,0,0.00461,0.01846,0,0.04908,0,0.00487,0,0.01885,0,0,0,0,0,0,0,0.00775,0.04922,0.10724,0.01278,0.00511,0.02608,0.00803,0.02426,0.00261,0.02029,0.0099,0.03882,0.00144,0.00411,0,0.00158,0,0,0.00306,0.03519,0.00046,0.00278,0,0,0,0,0.01046,0.01538,0,0.03267,0.02868,0.00057,0.00358,0,0.00774,0.00559,0.03317,0.0036,0,0.2434,0.04983,0,0.10303,0.02449,0.01569,0.02153,0,0,0.02599,0,0.00348,0,0,0.00628
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia,1.21283,3.01312,0,0.7485,0.02548,4.7615,3.90332,0,0.01111,0.24278,9.95941,9.49401,1.11618,11.25517,7.58559,0.03252,0,0.99972,5.54349,0,14.96065,2.93618,5.40784,9.59763,1.31094,9.70101,4.17196,0,9.12766,13.90158,1.5073,0.00035,2.98717,1.21761,0.25855,0.22808,0,2.3383,4.60384,0.07284,9.63475,19.84495,6.32857,4.50361,0,23.8082,1.10642,6.00393,5.47968,0.02169,9.1839,0,0.02259,12.86809,2.20112,15.86608,3.33298,0.00849,7.9695,0,0.00059,27.74015,0,4.06428,9.72987,1.21669,0.71739,0.70333,0.78968,0.90625
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea,0.40617,0.00893,0,1.02808,0.00431,0,0.03388,0,0,0,1.30033,0.08814,0.27675,0.07034,0.04191,0.10846,0,0,2.82808,0,0.21386,0.49959,1.33664,0,0.26412,0.95171,0.18935,0,0.37709,0.61282,0.04138,0,0.01777,0,0.08681,0.01925,0.00356,0.17435,0.09305,0.04553,0.35207,0.44226,0.4889,0,0.00341,0.00377,0.80835,0.40194,0,0,0.19016,0,0.00346,0,0,0,0.08906,0.00282,0.86202,0.25639,0,0.00637,0,3.5454,1.61799,0.06215,0.60199,0.21753,0.03565,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister,3.61574,0,1.80204,4.14144,0.00215,1.39024,0,0,0.22108,0,0,0,12.27932,0.12815,0.00527,0,0,0.02996,0,0,2.85059,2.2442,0.07829,0,4.20327,0,0.82199,0,0,0,0.01384,0.16502,0.00292,0.73676,0.24794,0,0,0,0.00754,0.33505,0.54408,0,0,0,0,1.66154,0,0,0,0,0,0,2.96512,0,0,1.91873,0.01399,3.01537,0,0,0,0.20241,0,0,1.14591,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,5.41551,0.00062,0,0,26.56564,0.24562,11.23042,15.94524,2.12355,5.28449,0,0.01894,19.28069,0.01856,0,17.92014,0,0.00397,0,0,0,0,15.57009,33.55319,0,23.67589,0,3.73871,8.23103,1.40383,13.8949,0,0.55327,1.03515,0,4.82675,0.84102,0,0.00336,5.33475,2.7695,0,3.85155,0.02089,9.24456,0,0,0,0,0.01328,9.03971,46.48679,1.97255,0,0.08132,38.47561,0,8.50731,0,0.02888,10.20106,0,0,12.04423,28.6198,1.06347,0,0.00412,0.68443,0.17676
