sample,RaymondF_2016.metaphlan_bugs_list.stool:P10E0,RaymondF_2016.metaphlan_bugs_list.stool:P11E0,RaymondF_2016.metaphlan_bugs_list.stool:P12E0,RaymondF_2016.metaphlan_bugs_list.stool:P13E0,RaymondF_2016.metaphlan_bugs_list.stool:P14E0,RaymondF_2016.metaphlan_bugs_list.stool:P15E0,RaymondF_2016.metaphlan_bugs_list.stool:P17E0,RaymondF_2016.metaphlan_bugs_list.stool:P18E0,RaymondF_2016.metaphlan_bugs_list.stool:P19E0,RaymondF_2016.metaphlan_bugs_list.stool:P1E0,RaymondF_2016.metaphlan_bugs_list.stool:P20E0,RaymondF_2016.metaphlan_bugs_list.stool:P21E0,RaymondF_2016.metaphlan_bugs_list.stool:P22E0,RaymondF_2016.metaphlan_bugs_list.stool:P23C0,RaymondF_2016.metaphlan_bugs_list.stool:P23C7,RaymondF_2016.metaphlan_bugs_list.stool:P23C90,RaymondF_2016.metaphlan_bugs_list.stool:P25C0,RaymondF_2016.metaphlan_bugs_list.stool:P25C7,RaymondF_2016.metaphlan_bugs_list.stool:P25C90,RaymondF_2016.metaphlan_bugs_list.stool:P2E0,RaymondF_2016.metaphlan_bugs_list.stool:P38C0,RaymondF_2016.metaphlan_bugs_list.stool:P38C7,RaymondF_2016.metaphlan_bugs_list.stool:P38C90,RaymondF_2016.metaphlan_bugs_list.stool:P3E0,RaymondF_2016.metaphlan_bugs_list.stool:P4E0,RaymondF_2016.metaphlan_bugs_list.stool:P5E0,RaymondF_2016.metaphlan_bugs_list.stool:P6C0,RaymondF_2016.metaphlan_bugs_list.stool:P6C7,RaymondF_2016.metaphlan_bugs_list.stool:P6C90,RaymondF_2016.metaphlan_bugs_list.stool:P7C0,RaymondF_2016.metaphlan_bugs_list.stool:P7C7,RaymondF_2016.metaphlan_bugs_list.stool:P7C90,RaymondF_2016.metaphlan_bugs_list.stool:P8C0,RaymondF_2016.metaphlan_bugs_list.stool:P8C7,RaymondF_2016.metaphlan_bugs_list.stool:P8C90,RaymondF_2016.metaphlan_bugs_list.stool:P9E0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__Bacteroides_caccae_unclassified,3.26587,0.61959,0,2.40582,1.82692,0.79876,3.18308,1.04536,3.20674,0.76531,0,0,0.21963,0,0,0,0,0,0,2.0565,2.13423,2.11099,3.00652,8.09907,0,0,4.85583,7.39301,2.86793,0.99382,0.40324,1.42775,0,0,0,2.12335
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__Parabacteroides_distasonis_unclassified,3.24601,0.0021,0,2.87961,1.08098,0.32884,3.67336,0.09491,0,3.21991,0.00026,0,0,1.00888,0.88651,0.9524,0.04336,0.08534,0.17925,0.33594,3.59382,4.35181,1.59202,0,0,0,2.01485,3.32937,3.26215,8.83578,7.32063,5.47039,1.92164,1.21327,0.95975,0.26068
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__Parabacteroides_merdae_unclassified,3.20296,2.26222,43.598,1.95193,2.76308,4.34677,5.43638,4.85238,1.08315,2.11821,2.99144,1.89034,0,5.32929,3.27847,5.30766,1.43056,1.86127,1.31251,1.4546,2.82654,5.04402,1.58018,4.75854,0,0,2.01527,4.39589,3.14232,5.8627,3.69057,5.57332,0,0,0,7.11956
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis|t__GCF_000226135,2.59607,0.87606,0,0,0.87045,0.00488,0,0,0,0,6.00E-05,0,9.00E-05,0,0,0,1.96763,5.03117,4.24705,0,3.36418,1.31021,1.23525,0.0109,0,0,0,0,0,0.00138,0.00014,0.0025,0,0,0,0.93669
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__Bifidobacterium_longum_unclassified,2.25298,0.0299,0,1.63745,0.00338,0.50451,1.25487,1.02908,0.00054,2.04786,0.07426,0.04261,0.02659,1.15715,1.27799,0.37209,0,0,0,0,0.01458,0.00925,0.025,0,0.40533,0.06195,0.6434,3.72301,0.2653,0.18595,0.23772,0.26622,0.13118,0.43495,0.31785,0.16349
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii|t__GCF_000210575,2.2081,2.65158,0,1.63689,3.71881,0.79017,3.34674,0.6639,1.24972,2.30118,0,0.74026,0.63908,0.9849,0.66059,0.83622,3.68731,1.75622,5.39153,0.46362,3.34391,4.47213,3.81218,0.88917,0,0,2.94801,3.76479,1.99574,1.33401,1.51961,0.95781,1.95407,1.6243,2.00259,2.8608
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus|t__GCF_000195615,2.18152,0,0,0.50386,0,0,0.00119,0,0,0.01742,0,0,0,0,0,5.00E-05,0.00012,0,0,0.39533,2.09369,0.92136,1.76839,0,0,0,1.852,3.14185,1.66946,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__Sutterella_wadsworthensis_unclassified,2.01411,5.94655,0,0,0,0,0.41395,0,0.00428,0.07899,0,0,0,0,0,0,5.85296,6.19096,2.47739,0,2.83967,1.02416,4.77732,11.88012,0,0.31457,0,0,0,0.00439,0.00456,0.00928,0,0,0,0.25626
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__Faecalibacterium_prausnitzii_unclassified,1.99972,1.47994,0.94628,2.74699,0.85106,3.00995,0.93503,0.09213,1.29236,2.83174,3.93854,0.20309,1.72194,1.25541,0.60526,0.66398,3.38357,3.03322,2.39385,4.7646,1.87595,1.63124,2.55277,3.06627,2.32981,0.87168,2.65451,1.54317,2.41557,3.64798,2.09985,2.35853,1.53952,1.69877,1.26126,3.50783
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_splanchnicus|t__GCF_000190535,1.68431,0.86752,0,1.35071,1.06702,0.53192,2.74282,0.23683,0.47387,0.57777,0,0.15049,1.21075,0.60779,0.3191,0.86885,0.50853,0.56003,0.84967,0.96181,0.90543,0.99197,0.89923,2.09846,0,0.81903,0.82774,1.03873,1.78141,0.29378,0.20439,1.09863,0.64383,0.6133,0.67438,3.02413
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis|t__GCF_000296465,1.52585,1.91064,0,5.85125,3.5999,1.22072,0,5.34432,0.85836,6.56539,0,0,3.0206,2.13012,1.92925,2.99085,0,0,0,0.77988,1.21815,2.81851,2.6767,0,0,12.00301,0,0,0.00256,1.6961,0.97668,1.15985,0,0,0,2.33593
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans|t__GCF_000174195,1.45081,1.74785,0.06236,0.28243,0.10331,0.55168,1.38983,0.17872,0.79197,0,0.55953,0,1.23643,0.01251,0.02522,0.0462,0.11918,0.09168,0.10026,0.00027,2.1199,1.50529,0.53256,0.51478,0.28085,0.30107,0.03988,0.062,0.07556,1.52255,0.59997,0.77079,0.21718,0.96515,0,0.00799
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname|s__Bacteroidales_bacterium_ph8|t__GCF_000311925,1.42967,1.06202,0,0.71812,2.96248,0.44655,0,3.05982,2.61354,2.40143,0,0,0.53757,3.36616,0.9991,6.24934,0.56422,0.3886,0.42053,3.02063,2.4631,3.04297,3.02555,0,0,0.21621,0,0,0.00046,1.39917,1.38005,0.77578,0,0,0,0.76905
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__Escherichia_coli_unclassified,1.31038,0.02034,0.06101,0.17631,0.04866,0.01328,0.03391,0.00988,0,0.2202,0.32273,1.10494,0.08888,0.44088,0.11292,0.83031,0,0.01613,0,0.01024,0,0.00576,0,0.01517,0.01982,0.00294,0.0281,0.16448,0.09083,0.06887,0.00885,0.02399,0.0269,0.01744,0.08423,0.5969
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus|t__Bacteroides_ovatus_unclassified,1.26197,1.76318,36.35767,0.01216,0.36787,0.02064,2.91066,1.03263,0,1.01928,7.38879,3.30853,4.1199,1.41482,1.2557,1.8124,2.41817,4.68264,3.8925,8.05078,0.09699,0.02115,0.17652,0.27749,2.2239,0,0.00634,0.00359,0.00998,0.20437,0.32002,0.32253,7.76407,6.91327,13.32672,1.8569
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__GCF_000162015,1.17477,0,0,0,0.58603,0,0.43509,0.66679,0.46811,0,0,0,0.92415,0.14847,0,0.10917,1.1164,1.05318,0.8537,0,1.01426,1.40343,0.18964,1.2878,0,0,1.7799,0.27026,0.42403,2.10345,0.56773,0.59043,0,0,0,1.08025
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii|t__GCF_000209875,0.80736,0,0.26724,0.88225,0.0361,0,1.29129,4.38511,4.70876,1.28819,0,0.57774,0.00272,1.76495,3.846,0.61372,2.64935,0.72926,1.84576,0.36426,0.25426,0.37836,0.01464,0,0,0,0.33959,1.27194,0.58218,0.08385,0.28897,0.18625,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_4_3_54A2FAA|t__GCF_000238635,0.76918,0.22013,0.67053,0,0.19101,0,0.1324,0.49529,0.258,0.66719,0,0.79268,0.09631,0.79339,2.38282,0.65519,0.15181,0.05543,0.38896,0,0.1356,0.46188,0.29203,0,0,0.84238,1.19397,0.27338,0.06016,0,0,0.05944,0.50364,0.35442,0.33681,0.14261
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara|t__GCF_000233955,0.72138,0,0,0,0.25068,0,0.16803,0,0.1934,0,0,0,0,0,0,0,0,0,0,3.65423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__Bacteroides_fragilis_unclassified,0.60396,0,0,0.04027,0,0,0,0.06919,0,0,0,0.12873,2.98129,0,0,0,0.18803,0.07327,0.0732,0.05938,0.00703,0.01057,0,0,0.01453,0,0,0,0,0.097,0.03881,0.12128,2.35916,3.47761,2.22189,0.59654
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__GCF_000169035,0.47637,0.25071,0.06119,0,0.61817,0,0.5029,0.58411,0.3615,0,0.19322,0.61676,0.02212,0.42068,0.74668,0.28592,0,0,0,0.11829,0.09439,0.09729,0.0454,0.24627,0,0.71805,0.52536,1.09245,0.31677,0.12674,0.09605,0.12109,0,0,0,0.07731
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__GCF_000166035,0.47385,0,0,0,0.18394,0,0.34143,0,0.24879,1.12403,0,0.16371,0.16602,0.81653,0.17361,0.30527,0.21996,0.24547,0.32374,0.64423,0.13144,0.13211,0.33619,1.72035,1.07932,0,0.24444,0.20296,0.1296,0.61445,0.24842,0.16742,0,0,0.24581,0.22238
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum|t__GCF_000153885,0.40552,0.00975,0,0.00014,0.01784,0.01213,0.04204,0.0339,0.18435,0,0,0.10315,0.00964,0,0,0,0.07561,0.74148,0.02295,0.02137,0,0,0,0,0,0,0,0,0,0.02112,0.00762,0.05342,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1|t__GCF_000210595,0.36819,0,0,0,0.79366,0,0,0,0,0,0,0,0,0,0,0,6.30978,6.60027,2.55889,0,0,0,0,0,0,0,0,0,0,0.28206,0.21968,1.97078,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens|t__Bacteroides_xylanisolvens_unclassified,0.36696,0,0.41516,0.19422,0.08332,0,0.00762,2.00E-04,0.09249,0,0,0,0.38659,0.01368,0.01327,0.02595,0.03653,0.08025,0.08896,0.04958,0.00317,0.00326,0.00114,0.30213,0.24194,5.02599,0.48024,0.27158,0.39261,0.13661,0.08545,0.18758,0.00032,0,0.00023,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens|t__GCF_000146185,0.35865,0,2.64038,0.28056,0.26861,1.03748,0.16048,0,1.38907,0,0,0.05148,0.67219,0.21933,0.10894,0.01366,1.44096,0.80083,1.94532,0.38319,1.52271,0.58278,1.16236,3.77088,0.07264,0,1.04649,0.27764,0.58729,0.60174,0.10664,0.04779,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis|t__GCF_000225345,0.35151,0.12755,0,0.52004,0.21347,0.10508,0.23075,0.3254,1.59985,0,0.07664,0,0.28233,0.01134,0.14797,0.02382,0.43313,1.57885,0.90317,0.06064,3.90821,1.43227,6.52637,2.91386,0.04902,0,0.59812,0.58653,2.12127,0.14469,0.01015,0.51327,0,0,0,1.18388
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__GCF_000265365,0.35037,1.24451,0,0.21148,0.03319,0.09369,0,0,0.44666,0.39042,0,0,0.1485,0.04125,0.0392,0.05365,0.2665,0.20377,0.46857,0.00258,0.37563,0.89523,0.77463,0.40279,0,0.9955,0.2577,0.3499,0.30012,0.56976,0.74456,0.55164,0,0,0,0.93563
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum|t__Eubacterium_siraeum_unclassified,0.34597,0,1.50045,0.94095,0.0112,0,0.09065,0.10065,0.04448,1.06039,0.0036,0.65726,0.00195,0.02889,0.02489,0.00136,0.01826,0.00338,0.08823,0,0,0,0,0.23628,0,0,2.04392,0.90723,0.60817,0.08281,0.09869,0.18089,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__Bifidobacterium_adolescentis_unclassified,0.33046,0.51679,0,1.89786,0,0,0,4.5547,0.14976,0,0.14335,0,0,0.00057,0,0,0,0,0,0.02488,0,0,0,0.04244,0,0,4.62143,7.04294,0.52269,0.00098,0.04962,0.14383,0,0,0,0.33192
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118|t__GCF_000313565,0.22233,0.0138,0.01264,0,0.01069,0,0,0.07362,0.00936,0,0,0.03739,0.0065,0.01133,0.02409,0.15643,0.00165,0.00494,0.01278,0.01512,0.00734,0.01327,0.00539,0,0,0.01581,0.00108,0.04499,0.00695,0.00269,0,0,0.01976,0.03323,0.00874,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA|t__GCF_000159975,0.21799,0,0,0.14981,0,0,0,0.16824,0.10581,0,0.09822,0.11462,0.10746,0.06775,0,0.0337,0,0.50507,0,0.10265,0.52103,0.37298,0,0,0,0.20154,0.13145,0.54064,0.44227,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes|t__GCF_000155875,0.21784,0.03503,0.05074,0.08658,0.10355,1.48033,0.00454,0.08833,0.21603,0,0.09041,0.07457,0.06679,0,0,0,0.08895,0.12699,0.04504,0.05852,0.00991,0.01221,0.01455,0.04605,0.83175,0.02791,0.0621,0.11903,0.08845,0.0334,0.02749,0.10437,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter|s__Coprobacter_fastidiosus|t__GCF_000473955,0.21706,0.01733,0,0.04516,4.00E-04,0.00539,0,0,0,0,0,0,0,0.0263,0.01118,0.01522,0,0,0,0,0.0453,0.04189,0.06548,0.06549,0,0,0,0,0,0.00172,0.00849,0.02612,0,0,0,0.08331
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__GCF_000157995,0.15206,0.09626,0.25643,0.0151,0.04079,0,0.02241,0.20325,0.09387,0,0.11008,0.34029,0.04165,0.37924,0.50679,0.26051,0.06435,0.04531,0.08653,0.00057,0.12695,0.10881,0.074,0.03761,0.00142,0,0.00401,0.00047,0.00557,0.02973,0.02199,0.02954,0.02464,0.04958,0.00457,0.02353
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii|t__GCF_000239295,0.14559,0.02725,0.10526,0.01083,0.01642,0.00632,0.00283,0.09142,0.02037,0.03536,0.34889,0.09557,0.0653,0.094,0.04342,0.09677,0.00149,0.00653,0.00274,0.01656,0.03391,0.03335,0.03459,0.00259,0.01787,0.11999,0.08027,0.03184,0.02643,0,0,0.00389,0.00299,0.01797,0.00329,0.06556
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_KLE_1745|t__GCF_000469445,0.12385,0,0,0,0.65511,0,0,0,0.24486,0,0,0.04578,0.27165,0.57264,0.94416,0.37793,0,0,0,0,0,0.16445,0.07259,0,0,0,0.09917,0,0.16812,0,0.13202,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila|t__GCF_000205165,0.11902,0,0,0,0.04962,0,0.03168,0,0.01365,0,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA|t__GCF_000209405,0.11124,0.24333,0.07856,0.00463,0.04665,0.0299,0.00208,0.00342,0.20162,1.11563,0.03371,0.01855,1.23816,0.044,0.0365,0.11477,0.24283,0.33655,0.12439,0.06726,0.03805,0.05205,0.16579,0.31845,0.05945,0.00502,0.00796,0.02823,0.02635,0.0131,0.01445,0.02221,0,0,0,0.0073
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans|t__Dorea_formicigenerans_unclassified,0.10008,0.01538,0.00876,0.02563,0.05926,0.08039,0.03694,0.02773,0.074,0,0.01718,0.01907,0.0179,0.04787,0.11327,0.03976,0.02591,0.0673,0.02202,0.03827,0.09907,0.10692,0.0727,0.05521,0.0619,0.2386,0.0971,0.20718,0.06975,0.07595,0.04728,0.05708,0.05715,0.13247,0.04486,0.03476
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii|t__Methanobrevibacter_smithii_unclassified,0.09405,0,0,0.8417,0.13215,0,0,0,2.00406,0.02141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10128,0.22121,0.04122,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA|t__GCF_000242155,0.09009,0.01821,0.04001,0.08504,0.15235,0.09059,0.01704,0.07257,0.91848,0.05755,0.04327,0.12149,0.06495,0.1105,0.16076,0.07285,0.06679,0.02861,0.06957,0.01625,0.18277,0.15071,0.10933,0.02156,0,0.15233,0.15942,0.15483,0.09883,0.00525,0.00559,0.01401,0.03018,0.05058,0.03053,0.05203
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified,0.08773,0.01575,0.03894,0.04998,0.04504,0.11497,0.02955,0.06855,0.09782,0,0.02844,0.04692,0.06727,0.09703,0.08465,0.0534,0.02945,0.15012,0.04476,0.04609,0.07706,0.07422,0.10273,0.04777,0.0122,0.04571,0.08328,0.34138,0.11864,0.01515,0.00932,0.03366,0.0529,0.1748,0.01509,0.04327
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans|t__Desulfovibrio_desulfuricans_unclassified,0.08472,0,0,0,0.01215,0.00309,0.00214,0.00471,0.00335,0,0.00671,0,0,0.00172,0.00144,0.0017,0,0,0,0,0,0,0,0,0,0.00209,0.01085,0.01178,0.0197,0.00308,0,0,0,0.00033,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__GCF_000205025,0.08044,0.04901,0,0.14035,0.02508,1.05088,0.01355,0.00028,0.00825,0.12381,0.26581,0.09522,0.19957,0.01762,0.00296,0.01601,0,0,0,0.06009,0.49379,0.19203,0.21619,0,0,0,0.00941,0.00542,0.02865,0.0393,0.05668,0.03092,1.01101,0.65802,0.55868,0.02431
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified,0.07346,0,0.30081,0.00663,0,0.00012,0,0.0282,0,0,0.14655,0.03048,0,0.00138,0,0.00351,0,0,0,0,0.0052,0,0,0,0.03004,0.00954,0.01444,0.06657,0.04741,0,0,0,0.19746,1.66665,0.56797,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum|t__Bifidobacterium_bifidum_unclassified,0.06358,0.02649,0,0.24812,0,0,0,0,0,0.29255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41592,0.44812,0.76446,0.15909,0,0,0,0,0,0.03864,0.27047
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens|t__GCF_000478885,0.0568,0.00962,0.00831,0.00681,0,0.01461,0,0.01356,0.00779,0.19428,0.01007,0.00934,0.01325,0.00324,0.00384,0.00129,0.02653,0.01646,0.00683,0.21768,0.02881,0.07481,0.13842,0.13558,0,0,0.20046,0.28023,0.04745,0.08984,0.09406,0.16636,0.0269,0.02456,0.0248,0.00431
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus|t__Actinomyces_odontolyticus_unclassified,0.04117,0,0,0,0,0,0,0.00063,4.00E-04,0,0,0,0,0.00708,0.0077,0.00667,4.00E-04,0.00354,0,0,0,0,0,0,0.00278,0.00387,0,0,0.00021,0.00014,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__GCF_000210555,0.03866,0.01016,0,0,0.00617,0.06799,0.01284,0.03979,0.05709,0.01481,0.0152,0.02833,0,0.00193,0.01741,0.00184,0.00367,0.02884,0.00627,0.02074,0.03681,0.03407,0.05213,0.03297,0,0.01168,0,0,0,0.00768,0.0118,0.03584,0,0,0,0.01288
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris|t__Bacteroides_stercoris_unclassified,0.03646,0,0,17.75246,2.18879,20.20202,0,0,0.29052,0,0,38.02592,28.89363,1.59712,1.01389,6.5744,0,0,0,0,2.78996,3.64661,2.38036,0.00059,0,0,0.00456,0.00593,0.00617,8.86679,1.25311,7.56683,0.00052,0,0,3.49586
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus|t__GCF_000169255,0.03606,0.014,0.03859,0.01974,0.00504,0,0.01807,0.00033,0.00625,0.07421,0,0.0088,0.01989,0.06023,0.04562,0.01256,0.00421,0.00269,0.00759,0.01143,0.08903,0.14299,0.03264,0.00126,0,0,0.02287,0.02273,0.01349,0.00114,0.00342,0.00185,0,6.00E-05,0,0.03879
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA|t__GCF_000218445,0.02935,0,0,0.03026,0,0,0,0.11391,0.01934,0,0,0,0.01215,0.24881,0.05164,0.06718,0,0,0,0.01117,0.0335,0.05846,0.0172,0,0,0.42275,0,0,0,0,0.00964,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis|t__GCF_000154565,0.02931,0.0034,0.32318,0.00834,0,0,0.04021,0.21091,0.00232,0,0.00287,0.10482,0.01217,0.07136,0.04297,0.03132,0.00131,0.00032,0.00418,0.0054,0.0063,0.04209,0,0.00421,0,0,0.07382,0.06971,0.05521,0.00175,0.00303,0.00922,0.09279,0.03882,0.0138,0.00767
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_asparagiforme|t__GCF_000158075,0.02884,0.01707,0.09277,0.00504,0.00122,0.00186,0.01065,0.02584,0.0269,0.29107,0.03854,0.02373,0.02555,0.01704,0.0106,0.006,0.00419,0,0.00514,0.04597,0.04145,0.03669,0.01389,0.00156,0.00085,0.00666,0.0258,0.01897,0.01569,0.01207,0.00513,0.00545,0.0012,0.00629,0.00205,0.04497
