sample,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-48,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-47,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-10,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-9,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-8,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-1,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-14,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-13,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-12,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-11,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-15,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-17,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-16,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-19,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-18,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-2,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-21,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-20,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-23,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-22,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-24,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-29,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-25,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-26,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-27,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-28,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-3,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-36,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-35,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-39,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-30,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-31,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-32,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-33,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-34,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-38,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-37,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-42,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-41,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-40,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-44,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-43,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-4,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-45,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-46
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__GCF_000169035,0.02659,0.07679,0.04165,0,0,0.17353,0.10543,0.4581,0.01807,0.02799,0,0.17948,0.4454,0.01758,0.70426,0.29419,0.04341,0.07774,0,0.02818,0,0,0,0.03025,1.32087,0.01124,0.02568,0.22989,0,0.84961,0.07504,6.00E-04,0,0.01476,0,0.03583,0.11727,0.06614,0,0.09424,0.14335,0.01761,0,0,0.44746
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens|t__GCF_000146185,0.02616,0.07035,1.67064,0,0.07005,0,2.31194,0.09283,0.0032,2.26941,0.37046,0.00521,2.05343,0.09531,0.79071,0.00355,0.65731,0.97314,0,0,0,0.50295,0,0.02464,0.95216,0.10594,0.02579,0.00044,0.09874,0.9864,0.0041,0.01431,0.36134,0.61321,0,0.9015,0.24574,0.09085,0,0.06238,0.11634,0.00312,0.2527,0,0.00586
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans|t__Desulfovibrio_desulfuricans_unclassified,0.02501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01574,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum|t__GCF_000153885,0.02471,0,0.04721,0.01223,0,0.02051,0.00555,0.19888,0.00423,0,0,0.0285,0.00189,0.00974,0.00112,0.00623,0.00101,0.00281,0.01171,1.08475,0.07117,0.26941,0.03733,0.01684,0,0,0.02742,0,0.00618,0.01338,0.0102,0.00774,0.08702,0,0,0.14331,0,0.28071,0.01077,0,0.00674,0,0,0.01763,0.00291
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__GCF_000205025,0.01533,0,0.00705,0.02605,0.18348,0,2.03703,0.31603,0.3265,0.00045,0.49394,0.00632,0.18857,0.01283,0.00811,0,0.35809,0.00799,0.11536,0.20661,0,0.60773,0.11424,0.54911,0.22423,0.02882,0.11042,0,0.18541,0.09417,0,0.03883,0.61065,0.39469,0,0.00627,0,0.07217,0.02522,0.02537,0.21668,0,0,0.41454,0.03023
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__Bifidobacterium_adolescentis_unclassified,0.01533,0.00906,0.00449,0,0.00793,0,0.00191,0.00214,0.00539,0.03332,0,0.95627,0.00072,0,0.03542,0,0,0,0.08068,0,0,0,0,0,0,0.00382,0.45459,19.63117,0,0,0,0,0,0.00346,0,0,0.00912,0,0,0.71152,0,0,0.0028,0,4.08612
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus|t__GCF_000468015,0.01416,0,1.24492,0,0.01454,0,0.00797,0.00556,6.00E-04,0.11005,0,0,0.02137,0.03777,0.02565,0,0.00015,0.02946,0,0,0,0.10974,0,0.00485,0.66427,0.0064,0.07779,0,0,0.0184,0.0199,0.06933,0.00388,0.1538,0,0.04153,0.01923,0,0,0.00902,0.02451,0,0.04257,0,0.01888
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens|t__Bacteroides_xylanisolvens_unclassified,0.01297,0.04108,0.10594,0.0236,0.13269,0.00411,0.27808,0.12583,0.02039,0.14485,0.35264,0.15173,0.03717,0.00193,0.0237,0.05382,0.3306,0.07659,0.03038,0.6809,0.10361,0.071,0.00164,0.22167,0.12664,0.00303,0.09633,0.13962,0.21528,0.04074,0.01229,0.10682,0.13106,0.33116,0,0.02618,0.00529,0.01741,0.76657,0.08064,0.11003,0.03963,0.00494,0.04715,0.00908
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus|t__PRJNA14655,0.01176,0,0,0.01871,0,0,0,0,0,0,0.01716,0,0,0,0,0,0,0,0,0,0.01111,0,0.04432,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0.01589,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum|t__Bifidobacterium_bifidum_unclassified,0.01134,0,0,0,0,0.01598,0,0,0,0,0.02125,0,3.18785,0,0.20941,0,0.081,0,0,0,0,0,0,0,0,0.01749,0.08416,0.40796,0,0,0,0,0.13969,0,0,0,0.00064,0,0,0,0,0,0,0,0.68913
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis|t__GCF_000172175,0.00982,0,0,0,0,0,0.45796,0.18613,0.00134,0.00425,0.00488,0,0,0,0,0.009,0.00595,0.00141,0.02791,0.15094,0,0,0,0.14475,0,0,0,9.00E-04,0,0,0,0.07077,0.09376,0.48954,0,0.01373,0,0,0,0.0038,0.58269,0,0,0.71179,0.00961
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis|t__Roseburia_intestinalis_unclassified,0.00818,0,0.22215,0,0.00232,0,0.37448,0.14697,1.08631,0.02828,0.02618,0.03236,0.6727,0.08632,0.37443,0.00428,0.37604,0,0.00106,0.39475,3.22656,0,1.51073,1.09888,1.25853,0.01528,0.46185,0.02427,0.85883,0.04102,0.01899,0.25567,0.00392,0.27333,0,0.11193,0,0.00212,0,0.14034,0,0,0.44736,0.11789,0.96751
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii|t__GCF_000239295,0.00786,0,0,0.00507,0.04675,0.00646,0.04623,0,0.00271,0,0.101,0,0.38461,0,0.00666,0.16209,0.21873,0.02816,0.04126,0.14045,0.02402,0.052,0.04194,0.0036,0.01115,0,0,0.08165,0.00365,0.01317,0,0,0.09274,0.06154,0.00759,0,0,0.00182,0.01755,0.00213,0,0.02044,0,0.00718,0.00755
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea|t__GCF_000235885,0.00664,4.05146,21.3776,0.0109,0.2011,0.00819,0.0267,17.09203,0.08442,0.07473,0.00052,0.00327,0.00428,27.27409,0.00077,0.02253,7.18112,0.00119,0,0,0,0,0.00932,0.00473,0.00683,0,1.3126,0.03436,0,0.03052,0.30335,0.01118,0.00285,0.04555,0.02287,0.09585,15.20042,56.74594,0.01202,0.15245,14.11178,0.06123,6.43241,0.04746,0.33262
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae|t__Haemophilus_parainfluenzae_unclassified,0.00457,0.00812,0,0,0,0.13025,0.44461,0,0.00208,0.01665,0,0.40805,0.08364,0.0507,0.03946,0.24164,0.01292,0,0.00438,0.00183,0.00268,0.02884,0.03273,0.01585,0.01267,0.00894,0,0,0.07262,0.00521,0,0,0,0.28576,0,0.25591,0.85443,0.08369,0,0.0342,0,0.11851,0.04911,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_rupellensis|t__GCF_000378365,0.00453,0,0.00635,0.00331,0.00158,0,0,0,0,0,0.0411,0.0085,0.50371,0,0.00073,0,0.00118,0,0,0,0,0,0,0.0963,0,0,0.00325,0,0,0,0,0,0,0,0,0.00286,0,0,0,0,0,0,0.00102,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__Bifidobacterium_longum_unclassified,0.00281,0,0.0056,0,1.05251,0.39564,0.0019,0.00522,0.04123,0.03023,0.00122,1.64237,0.91069,0,0.03883,0.00099,0.06861,0.03386,0.0067,0.1146,0.10534,0.00558,0,0.33073,0,0,0.12257,0.84355,0.58684,0.14551,0,0,0.05013,0.01107,0.00053,0.00104,0.04197,0.02323,0,0.14515,0.00773,0,0.00408,0,0.57555
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila|t__GCF_000205165,0.00221,0,6.00E-04,0.00457,0,0,0,0,0,0,0,0,0,0.00148,0,0,0.00147,0.01551,0,0,0,0,0,0,0,0,0,0.00026,0.02842,0,0,0,0,0,0,0.04186,0,0,0,0.00622,0.05196,0,7.00E-04,0,0.01434
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA|t__GCF_000242155,0.00189,0.05337,0.00059,0.00395,0,0,0.09067,0.00631,0.00421,0,0.05422,0.00091,0.07098,0.00205,0,0.00191,0.15414,0.00159,0.01204,0,0,0.00508,0.00178,0.00413,0.01672,0,0,0.01575,0,0.00259,0,0,0.02287,0.04772,0,0,0,0.0012,0,0,0.02907,0.00679,0,0.00196,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis|t__GCF_000226135,0.00114,0.00052,0.02213,0,0.01625,0.00085,0.00655,0.06678,0.01439,0.00251,0.00215,0.00453,0.00342,0.00143,0,0.00125,0.05458,0.01657,0.00235,0.12016,0,0,0.00056,0.00303,0,0,0.09809,0.00576,1.07771,0.00917,4.00E-04,0.18249,0.05621,0.00651,0,0.01507,0.00222,0,0.00418,0.00685,0.04248,0.01315,0.01727,0.00327,0.00703
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_murinus|t__GCF_000364205,0.00114,0,0,0,0,0,0,0,0,0,0,0,0,0.00572,0,0,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01531
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_funiformis|t__GCF_000245775,0.00107,0,0.01778,0.17302,0,0,0,0,0,0,0.02304,0.00625,0.29034,0,0.00437,0.18462,0,0,0,0,0,0,0,0.36353,0,0,0,0,0.01203,0,0,0,0,0,0,0,0,0.29877,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris|t__Bacteroides_stercoris_unclassified,0.00094,0,3.42304,14.54276,0.26487,7.57935,0.24414,0.97777,22.87018,4.05048,23.39802,1.25069,5.90363,0.08642,0.2787,0.04814,0.10422,0.05442,31.34228,23.9771,0.03136,0.00789,20.85906,4.05643,0.03634,0.11849,0.65318,0.15327,37.38906,0.34754,0.17823,1.1028,25.83269,8.98844,0.01567,5.05579,0.14874,0.00604,0.00586,12.53989,0.82301,2.45165,0.34745,0.00734,17.27962
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii|t__GCF_000273175,0.00071,0,0.03106,0,0,0,0.17668,0.00549,0,0.00104,0,0.00182,0,0,0,0,0,0.00817,0.05232,0.11309,0,0.28377,0,0,0,0,0,0.15427,0.00397,0.00029,0,0.01339,0.00051,0.1501,0,0.00535,0,0.00054,0,0,0,0,0,0.01823,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__Parabacteroides_distasonis_unclassified,0.00049,0.00908,0.01858,0.18121,1.466,0.004,0.27343,0,0.84604,0.33882,0.29275,0.24053,0.60358,0.01152,0.03985,0.00837,0.37201,0.11129,1.22656,3.68987,1.9436,0.00059,0.00163,0,0.59992,0.01622,0.01602,0.02811,3.15158,0.05674,0.01188,0.02871,2.35238,0.0045,0,0.01592,0.06407,0.34055,0.83916,0.21341,0.91122,0.15128,0.01369,0.29104,0.04834
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__Bacteroides_fragilis_unclassified,0.00025,0.07853,0,0,0.00694,0.09705,1.50471,0.02198,0,0,3.21451,0.34616,0.04391,0.00968,0.00109,0.04516,0.00253,0.72678,0.9038,0.83179,2.32122,7.06001,0,0.32514,1.00903,0.00117,0.03689,0.37372,0,0.0045,0,0,0,0.00294,0,0.01824,0.11166,1.06471,4.47693,0.00137,0.12769,0.00145,0.0076,2.12793,0.04937
k__Archaea,0,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Archaea|p__Euryarchaeota,0,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Archaea|p__Euryarchaeota|c__Methanobacteria,0,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales,0,0.00353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00603,0,0.00627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269,0,0,0,0,0,0,0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales,0,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae,0,3.09218,0,0,0,0.00033,3.04717,3.85066,0,0,0,0,0.01292,0,0,0,0.48903,0,0,0,0,0,0,0,0,0,0.01575,0,5.01605,0,7.04407,0,0,0,0,0.00495,3.3057,0,0,0.01837,0,0,2.239,9.00E-04,0.02355
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname,0,0.79803,1.86982,0,0.00513,0.00575,0.08052,0.60236,0,0,0.00918,3.00E-04,1.99823,0.05451,0.27276,0,0.01786,0.54446,0,0,0,0.66101,0,0,0,0.0413,1.31886,2.5848,0.2745,0,0,0.35779,7.83065,0.00093,0,2.53782,0.04118,0,0,3.6776,3.02273,0.03665,0.74243,0.00161,3.51956
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,0,0.03221,0.19055,0.06266,0.07121,0.00528,0.73897,0.02846,0.15818,0,0.10923,0.00065,0.03365,0,0,0.71308,0.06368,0.02843,0.04771,0.1253,0.1608,3.35129,0.02013,0.019,0.08393,0,0,0.23379,0,0,0,0,0.09474,0.05672,0.46424,0.00136,0,0,0.40065,0,0.0038,0.01529,0.00123,0.13931,0.00724
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae,0,0.00561,0,0,0,0,0,0,0,0,0.0039,0,0,0,0,0.00525,0.00793,0.27356,0,0,0,0.01411,0,0,0,0,0,0,0,0,0,0.05102,0,0,0,0,0,0,0,0,0.13885,0,0,0.01642,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae,0,0.00353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00603,0,0.00627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269,0,0,0,0,0,0,0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae,0,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium,0,3.09218,0,0,0,0.00033,0,3.85066,0,0,0,0,0,0,0,0,0.48903,0,0,0,0,0,0,0,0,0,0.01575,0,5.01605,0,7.04407,0,0,0,0,0.00495,3.3057,0,0,0.00558,0,0,2.239,9.00E-04,0.02355
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname,0,0.79803,1.86982,0,0.00513,0.00575,0.08052,0.60236,0,0,0.00918,3.00E-04,1.99823,0.05451,0.27276,0,0.01786,0.54446,0,0,0,0.66101,0,0,0,0.0413,1.31886,2.5848,0.2745,0,0,0.35779,7.83065,0.00093,0,2.53782,0.04118,0,0,3.6776,3.02273,0.03665,0.74243,0.00161,3.51956
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter,0,0.49356,3.94895,0.03567,0,0.01353,0.99644,1.32125,0.36455,0,0,0.13512,0.54645,0,0.24835,0,0.16402,1.55928,0.67651,0,0,0,0,0.66098,0,0,0.14945,1.43979,1.35369,0.11845,0,1.11599,0.65746,1.12897,0,1.20412,0,0,1.31311,0.29359,2.2446,1.01236,0.16554,0.49189,0.89291
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera,0,0.14527,0,0,0,0,0,0,0,0.20755,0,0,0,0,0,0.02661,0,0,0.17917,0,0,0,0,0,0,0.03234,0.94274,0.11996,0,0,0.18142,0,0,0,0,0,0,0,0.19669,0.24002,0,0.03283,0,0,5.96504
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus,0,0.06143,0.09065,0,0.12564,0,0.85316,1.10268,0.0898,0.02183,0.04793,0.99021,0.13547,0.00351,0.00812,0,0.04152,0.08883,0.0032,0.05788,0.09712,0,0.00717,1.18836,0.94323,0.01726,0.00026,0.0026,0.05659,0.12272,0.0227,0.03499,0,0.00236,0,1.83359,0.0207,0.53623,0,0.54293,2.8093,0.04155,0,0,0.00597
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella,0,0.04836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03582,0,0,0,0,0,0,0,0,0,0,0.18531,0,0,0.67074,0,0,0,0,0,0,0.00577,0,2.30399,0,0,0.00794,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea,0,0.04811,0.03839,0.14626,0.09576,0.01928,0.02177,0.0455,0.08801,0.03054,0.00549,0.02206,0.03228,0.00385,0.03958,0,0.15293,0.15269,0.01076,0.01298,0.12231,0.01628,0.04819,0.06333,0.08214,0.01104,0.00271,0,0.06322,0.04946,0.00054,0.02913,0.06141,0.00874,0.15759,0.02667,0.049,0.03703,0,0.0082,0.7718,0.02536,0.01481,0.13309,0.03769
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium,0,0.03221,0.19055,0.06266,0.07121,0.00528,0.72573,0.02846,0.15818,0,0.10923,0.00065,0.03365,0,0,0.71308,0.06368,0.02843,0.04771,0.12103,0.1608,3.35129,0.02013,0.019,0.08393,0,0,0.23379,0,0,0,0,0.05443,0.05672,0.46424,0.00136,0,0,0.40065,0,0.0038,0.01529,0.00123,0.12794,0.00724
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila,0,0.02994,0.01191,2.34882,9.75916,0,3.25949,0.78081,0.79563,0.06214,1.41107,0.64538,1.84298,0.03761,0.40672,1.9298,0.0106,0.56242,1.09648,0.29601,0,0.24521,0,2.43572,0.73553,0.02082,0.00941,0.22567,0.87642,0.63719,0.17504,1.86715,3.84939,2.56194,0,1.77213,0.02125,0.02592,0,3.17074,0.33494,0.19209,0.1678,1.58295,1.17412
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella,0,0.01625,1.84232,0,0,0,0.7433,0,0,0,0.69062,0,0,0.02356,0.08751,0,0.01219,1.28897,0,0,0,0,0,0,1.81726,0.00829,0.23079,0.00139,1.8123,0,0.00434,2.33321,0.8321,0,0,2.07248,0.01933,0,0,0.30469,0.10577,1.51627,0,1.10081,0.13963
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia,0,0.01431,0.15323,0.31612,0.26725,0.08444,0.74051,0.12032,0.01086,0.11665,0.09634,0.115,0.02374,0.02383,0.85794,0.1264,0.11842,0.14281,0.05825,0.72678,0.4059,5.08225,0.00801,0.10732,0.84825,0,0.04178,0.03825,0.09921,0.60574,0.02795,0.02486,0.04403,0.34739,0.1111,0.13818,0.05147,0.23908,0.0287,0.01956,0.25725,0.37772,1.07441,0.19172,0.01934
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter,0,0.00561,0,0,0,0,0,0,0,0,0.0039,0,0,0,0,0.00525,0.00793,0.27356,0,0,0,0.01411,0,0,0,0,0,0,0,0,0,0.05102,0,0,0,0,0,0,0,0,0.13885,0,0,0.01642,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium,0,0.00554,0.00468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus,0,0.00353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00603,0,0.00627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname,0,0.00319,0.09447,0,0,0,0,0.00486,0,0,0,0,0,0,0,0.07255,0.00243,0,0,0,0.04315,0.00139,0,0,0,0.00129,0,0.00184,0,0.16789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter,0,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella,0,0.00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01172,0,0,0,0,0,0,0.00171
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens,0,3.09218,0,0,0,0.00033,0,3.85066,0,0,0,0,0,0,0,0,0.48903,0,0,0,0,0,0,0,0,0,0.01575,0,5.01605,0,7.04407,0,0,0,0,0.00495,3.3057,0,0,0.00558,0,0,2.239,9.00E-04,0.02355
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,0,2.87365,4.27886,0.00143,0.02465,0,4.92505,3.84607,0.01428,2.33289,0.03306,0.24214,4.85001,0.12966,0.36218,0.00027,0.02708,2.4968,2.92058,0.06977,0,0.00249,0.89474,0.05296,0,0.0843,0.58688,10.4879,2.69811,0.76378,0.02662,2.26387,3.60638,5.79129,0.00229,2.10926,0.09631,0.00513,0.68886,4.40836,2.28169,0.71933,0.62703,0.49754,1.70816
