sample,VatanenT_2016.metaphlan_bugs_list.stool:G69178,VatanenT_2016.metaphlan_bugs_list.stool:G69225,VatanenT_2016.metaphlan_bugs_list.stool:G78489,VatanenT_2016.metaphlan_bugs_list.stool:G78490,VatanenT_2016.metaphlan_bugs_list.stool:G78494,VatanenT_2016.metaphlan_bugs_list.stool:G78599,VatanenT_2016.metaphlan_bugs_list.stool:G78600,VatanenT_2016.metaphlan_bugs_list.stool:G78624,VatanenT_2016.metaphlan_bugs_list.stool:G78653,VatanenT_2016.metaphlan_bugs_list.stool:G78654,VatanenT_2016.metaphlan_bugs_list.stool:G78655,VatanenT_2016.metaphlan_bugs_list.stool:G78687,VatanenT_2016.metaphlan_bugs_list.stool:G78803,VatanenT_2016.metaphlan_bugs_list.stool:G78804,VatanenT_2016.metaphlan_bugs_list.stool:G78805,VatanenT_2016.metaphlan_bugs_list.stool:G78806,VatanenT_2016.metaphlan_bugs_list.stool:G78823,VatanenT_2016.metaphlan_bugs_list.stool:G78854,VatanenT_2016.metaphlan_bugs_list.stool:G78856,VatanenT_2016.metaphlan_bugs_list.stool:G78857,VatanenT_2016.metaphlan_bugs_list.stool:G78858,VatanenT_2016.metaphlan_bugs_list.stool:G78870,VatanenT_2016.metaphlan_bugs_list.stool:G78871,VatanenT_2016.metaphlan_bugs_list.stool:G80268,VatanenT_2016.metaphlan_bugs_list.stool:G80274,VatanenT_2016.metaphlan_bugs_list.stool:G80288,VatanenT_2016.metaphlan_bugs_list.stool:G80296,VatanenT_2016.metaphlan_bugs_list.stool:G80297,VatanenT_2016.metaphlan_bugs_list.stool:G80312,VatanenT_2016.metaphlan_bugs_list.stool:G80318,VatanenT_2016.metaphlan_bugs_list.stool:G80322,VatanenT_2016.metaphlan_bugs_list.stool:G80347,VatanenT_2016.metaphlan_bugs_list.stool:G80387,VatanenT_2016.metaphlan_bugs_list.stool:G80420,VatanenT_2016.metaphlan_bugs_list.stool:G80424
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella|s__Shigella_flexneri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_3_1_53,0,0,0.00061,0,0,0,0,0,0,0,0,0,0,0,0.10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00633,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus,0,0,0,0,0,0,0,0,0,0,0,0.32436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_parvulum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__Bifidobacterium_adolescentis_unclassified,0,0,0.19303,0,0,0,0.39279,2.56169,1.09512,0.02716,0.03174,0.00695,0,0,0.29057,0.00296,0.1691,0.0171,0.66793,4.68273,0.93798,2.94746,7.22046,0,1.14088,0.06436,0,0.36918,3.04848,0.0106,0.10761,0,9.25426,0,0.03683
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum|t__GCF_000173455,0,0,0,0,0,0,0.38391,0.14317,0.05093,0,0,0,0.00103,0,0,0,0,0,0,0.95043,0.0757,0,0,1.47301,0,0.24042,0,0,2.29872,0.15251,0.74912,0,0,0,0.01319
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__GCF_000143205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis|t__GCF_000165735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus|t__Bacteroides_vulgatus_unclassified,10.12811,0.69383,2.52631,1.45256,0.03242,6.84483,8.86458,5.60589,4.8993,40.9454,21.0473,0.00437,1.68231,0.01701,11.71321,0.00813,8.81365,7.22288,4.12022,10.17439,0.9425,0.86613,1.28331,0,0.00272,2.48349,0.00083,8.00E-04,9.00E-05,5.456,2.8768,3.4809,0.00031,0.00217,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium|t__Bifidobacterium_dentium_unclassified,0.4862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09916,0,0,0,0,0,0,0,0,0,0,0.00143,0,1.35866,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_C150|t__GCF_000187445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05955,0,0,0,0,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_ul36|t__PRJNA14331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae|t__Prevotella_buccae_unclassified,0,3.71023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.10424,0,0.00975,0,0.00049,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus|t__Lactobacillus_rhamnosus_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07173,0,0,0,0,0,0,0,0,0,0,0,0,4.85812,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__Parabacteroides_merdae_unclassified,0,0,0,0,0,0,3.29857,0,8.72308,0,0,5.36616,1.51456,0,1.72163,0,3.02176,1.41717,0.00449,5.03213,1.84718,0,0,0,0,0.84094,0,0,1.71826,0,0,0.38496,0,1.95136,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_plantarum|t__Lactobacillus_plantarum_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii|t__GCF_000283495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_peroris|t__GCF_000187585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve|t__Bifidobacterium_breve_unclassified,0,0,0,0.00475,0.4211,0.04433,0,0.05806,0,0.03139,0.00322,0,0,0,0,0.16713,0.03873,0.00052,0.16,0.07182,0.00927,0.03721,0.08961,0,0.04364,0.03253,0.03185,0,0.00635,0,0,0.00278,0.02307,0.04898,0.01056
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella|s__Shigella_flexneri|t__Shigella_flexneri_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_3_1_53|t__GCF_000165065,0,0,0.00061,0,0,0,0,0,0,0,0,0,0,0,0.10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00633,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus|t__GCF_000270165,0,0,0,0,0,0,0,0,0,0,0,0.32436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens|t__GCF_000160675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_parvulum|t__GCF_000024225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06315
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06315
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06315
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06315
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__P2likeviruses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01264,0,0,0,0,0,0,0,0,0,0,0,0,0.02257,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile,0.87845,0,0,3.23741,0.14449,0,0.62773,0,0.01466,0,0.48448,0,0.03506,1.68921,0,2.10561,0,0,0.00277,0,0,0,0,0,0,0,0,0.191,0,0,0,0.16241,0,0,1.23604
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris,0,0,0.23127,0.02464,0,0,0.70642,1.59579,0.63587,0.25021,8.76254,1.99605,0,0,1.68045,0,0.38195,0.6955,1.62614,0.00092,0.00324,0,0,0,0,0,0,0,0,0.71235,1.21459,2.09377,0.71388,1.0193,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__P2likeviruses|s__Enterobacteria_phage_PsP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01306,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01264,0,0,0,0,0,0,0,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei_paracasei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04264,0,0,0,0,0,0,0,0,0,0.08586,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_phytofermentans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02369,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile|t__GCF_000156035,0.87845,0,0,3.23741,0.14449,0,0.62773,0,0.01466,0,0.48448,0,0.03506,1.68921,0,2.10561,0,0,0.00277,0,0,0,0,0,0,0,0,0.191,0,0,0,0.16241,0,0,1.23604
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris|t__Ruminococcus_lactaris_unclassified,0,0,0.23127,0.02464,0,0,0.70642,1.59579,0.63587,0.25021,8.76254,1.99605,0,0,1.68045,0,0.38195,0.6955,1.62614,0.00092,0.00324,0,0,0,0,0,0,0,0,0.71235,1.21459,2.09377,0.71388,1.0193,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__P2likeviruses|s__Enterobacteria_phage_PsP3|t__PRJNA14345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum|t__GCF_000157255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii|t__Citrobacter_freundii_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01306,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei_paracasei|t__Lactobacillus_casei_paracasei_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04264,0,0,0,0,0,0,0,0,0,0.08586,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_phytofermentans|t__GCF_000018685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium|t__Enterococcus_avium_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02369,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense|t__GCF_000420065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname,0,0,0.78662,1.86847,0,6.9232,0,0,0.64551,0,0,0,0.39485,0,0,0,0.00062,0.21231,0,0,0.57938,0,0,0,0,0,0,0.65107,0,1.02085,0,0,0,3.58566,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella,0,0,1.19002,8.06145,0,7.18948,0,0,0,0,7.00E-04,3.21131,7.5558,3.69827,2.99128,0,0,0,0,1.72636,6.59377,0.4634,6.56406,0,0,0,0,0,0,0,0.859,0,0,4.15929,1.37822
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter,0,0,1.06002,0.76887,1.97407,1.55371,0,1.03937,0,0,0,0,2.10362,0,1.5136,0.01764,1.16382,0.94954,1.97668,0,0.93333,0,0,0,0,0,0,1.3463,0,0,1.40269,0,4.51953,1.76019,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,0,0,0.17855,0.1287,0,0,0,0.29297,0.24576,1.70279,1.29004,0,0.38567,0.55812,0,0,0,0.12749,0.09033,1.54665,1.3064,0.88228,2.55615,0.54565,0,0.01124,0.11743,0,0,0.32694,0.81332,0.88861,0.86087,0,0.59478
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname,0,0,0.78662,1.86847,0,6.9232,0,0,0.64551,0,0,0,0.39485,0,0,0,0.00062,0.21231,0,0,0.57938,0,0,0,0,0,0,0.65107,0,1.02085,0,0,0,3.58566,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella,0,0,0,0,0,5.62925,0,5.37981,0,0.00436,0,4.12577,2.60342,0,5.13726,0,0,4.21284,2.33361,0.01082,3.44011,3.45086,0.5985,1.52713,0,0.65537,2.82163,0,0,0,0,0,11.37809,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,0,0,0,0,0,0,0,0.01122,21.85399,0,0.00787,0.01064,0.0058,0.00086,0.00295,0,0,2.78958,0.00322,0.00042,13.7359,0,0,0,0.00245,0.00143,13.27655,0.0151,0.00014,33.2205,0.00033,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis,0,0,1.19002,8.06145,0,7.18948,0,0,0,0,7.00E-04,3.21131,7.5558,3.69827,2.99128,0,0,0,0,1.72636,6.59377,0.4634,6.56406,0,0,0,0,0,0,0,0.859,0,0,4.15929,1.37822
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,0,0,2.61533,7.731,3.98679,9.46334,7.24597,0,7.37942,0,0,7.81973,4.46107,0,15.08612,0,3.08419,2.20815,7.8281,1.88538,12.08518,0.42416,14.69648,0.21898,0,2.71415,0,0,0,6.42285,0.53851,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis,8.12666,0,0.44256,0,8.52798,0,0,0,0,4.18529,1.7218,0,0,0,0,37.9427,0,0.01536,0,0,0.67471,0,0,0,0,0.98778,0,0,0,0,0,0,0,6.45996,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,0,0.55904,0,0.02236,0.00447,0.74414,3.28693,0.05017,0.00513,8.09981,0.00607,0.17236,0.27303,17.98439,0.01961,0.03672,0.0716,0.03314,0.09791,0.04844,0.46431,1.04151,2.65724,0,0.00033,0.04717,0,46.48426,0,0,4.00E-04,0.00277,0,6.24383,27.96691
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii,0,0.25246,0.11567,0.71912,2.90383,1.33474,0,2.29742,4.4499,0,0,8.29175,2.11859,2.42042,0,0,6.96421,0.19733,10.68133,0.56111,1.23341,0.0022,1.89185,0,0,0.37121,0.00258,0.00618,0.0016,3.10069,0.23665,0,0,3.02066,2.12593
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_splanchnicus,0,0,1.06002,0.76887,1.97407,1.55371,0,1.03937,0,0,0,0,2.10362,0,1.5136,0,1.16382,0.94954,1.97668,0,0.93333,0,0,0,0,0,0,1.3463,0,0,1.40269,0,4.51953,1.76019,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_AP11,0,0,0,5.65951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,0,0,0.17855,0.1287,0,0,0,0.29297,0.24576,1.70279,1.29004,0,0.38567,0.55812,0,0,0,0.12749,0,1.54665,1.3064,0.88228,2.55615,0.54565,0,0.01124,0.11743,0,0,0.32694,0.81332,0.88861,0.86087,0,0.59478
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,0,0.12386,0.11349,0.62809,1.12959,1.1415,0.24941,0.37145,2.62974,0,0,0,0.43556,1.04949,0,0,6.66713,0.55451,1.26306,0.2021,1.60403,0.059,1.2857,0,0,0.43284,0,0,0,1.22673,0.3898,0,0,0,0.9384
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname|s__Bacteroidales_bacterium_ph8,0,0,0.78662,1.86847,0,6.9232,0,0,0.64551,0,0,0,0.39485,0,0,0,0.00062,0.21231,0,0,0.57938,0,0,0,0,0,0,0.65107,0,1.02085,0,0,0,3.58566,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii,0,0,0,0,0,0,0,0,0,0,0,0.22421,0,0,0.00323,0,0,0,1.90555,0,0.2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri,0.19586,0,0,0,0,0,0,0,0,0,0.00729,0,0,0,0,0.0079,0.01046,50.98749,0,0,0,65.33051,22.73774,28.08515,0,0,0,0,0,0,19.21426,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131,0,0,0,0.00347,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis,0,0,0,0,0,5.62925,0,5.37981,0,0.00436,0,0,2.60342,0,5.13726,0,0,4.21284,2.33361,0.01082,3.44011,3.45086,0.5985,1.52713,0,0.65537,2.82163,0,0,0,0,0,11.37809,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris|t__Bacteroides_stercoris_unclassified,0,0,0,0,0,0,0,0.01122,21.85399,0,0.00787,0.01064,0.0058,0.00086,0.00295,0,0,2.78958,0.00322,0.00042,13.7359,0,0,0,0.00245,0.00143,13.27655,0.0151,0.00014,33.2205,0.00033,0,0,0,0
