sample,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO01,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO02,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO03,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO04,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO05,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO06,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO08,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO09,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO10,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO11,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO12,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO13,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO14,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO15,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO16,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO17,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO18,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO19,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO20,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO21,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO22,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO23
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,0,0.53516,1.21187,0.07935,1.16034,0.93727,0.00477,0,0,1.98765,2.37188,0.35776,1.52797,0.88461,1.42655,0.08617,0.01052,0,2.79872,1.18086,0.78115,0.50028
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis,0,0.02145,0.13642,0.00117,0.27166,0.39372,0.01045,0.42713,0.08029,0,0,0.16928,0.16645,0.1843,1.36497,0.00115,0.00418,0,2.91921,0,0.05636,0.8224
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis,0,0.02735,0.01274,0,0.00511,0,0,0,0,0.00064,0,0,0,0,0.01053,0,0,0,0,0,0,0.00121
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,0,0.13885,0.6246,0.08956,0.58453,0.09727,0.00441,0,0,0.03621,0,0.72579,0.17828,0.32403,1.03899,0.00045,0,2.09363,1.35258,0.19092,0.24983,0.46203
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis,0.02829,0.00069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602,0,0.00152,0,0.02467,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei|t__Bacteroides_dorei_unclassified,0,0.00312,0.29074,0.42578,0.04213,0.09847,0.00026,0,0,0.15872,0.5635,10.81604,2.17873,0.0288,0.2996,0,0,3.60656,0.00441,0.00097,0.1415,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA|t__GCF_000242155,0.10521,0.08781,0.01058,0.00342,0.23075,0.53592,0.03362,0.02826,0.02872,0.12361,0.05981,0.0036,0.04723,0.26264,0.09057,0.00229,0.02317,0.03771,0.12538,0.51461,0.30821,0.16982
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__Parabacteroides_merdae_unclassified,0,0,0.14276,0.37458,0.462,2.16184,0.00283,0,0,0.36073,0,4.39522,0.60266,0.7686,3.32131,0.03055,0.02258,0,0.03925,0.33007,0.46389,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__Bacteroides_caccae_unclassified,0,0.53516,1.21187,0.07935,1.16034,0.93727,0.00477,0,0,1.98765,2.37188,0.35776,1.52797,0.88461,1.42655,0.08617,0.01052,0,2.79872,1.18086,0.78115,0.50028
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__Parabacteroides_distasonis_unclassified,0,0.02145,0.13642,0.00117,0.27166,0.39372,0.01045,0.42713,0.08029,0,0,0.16928,0.16645,0.1843,1.36497,0.00115,0.00418,0,2.91921,0,0.05636,0.8224
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis|t__GCF_000312145,0,0.02735,0.01274,0,0.00511,0,0,0,0,0.00064,0,0,0,0,0.01053,0,0,0,0,0,0,0.00121
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii|t__GCF_000210575,0,0.13885,0.6246,0.08956,0.58453,0.09727,0.00441,0,0,0.03621,0,0.72579,0.17828,0.32403,1.03899,0.00045,0,2.09363,1.35258,0.19092,0.24983,0.46203
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis|t__GCF_000178255,0.02829,0.00069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602,0,0.00152,0,0.02467,0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,0.00731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales,0.00731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus,0.0255,0.149,0,0,0,0.04124,0,0.00415,0.59664,0.00307,0.02283,0.03731,0.01665,0,0,0.02318,0.07118,0.03121,0,0.04079,0.00966,0.00478
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae,0,0.03439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_cinaedi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,1.62161,0,0,0,0.4135,0.34991,0.19158,0.04244,0.31181,0.4039,0.0961,0,0.10975,0.01889,3.07752,0.10147,2.65534,0,3.59788,0.75478,0.17133,0.00462
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA,0,0.3519,0,0,0,0,0.02919,0,0.04057,1.78276,0,0.02948,0,0.27116,0.10163,0.72726,0.24589,0.45732,0.0585,0,0,0.11081
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae|t__Lactococcus_garvieae_unclassified,0,0.03439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_cinaedi|t__Helicobacter_cinaedi_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified,1.62161,0,0,0,0.4135,0.34991,0.19158,0.04244,0.31181,0.4039,0.0961,0,0.10975,0.01889,3.07752,0.10147,2.65534,0,3.59788,0.75478,0.17133,0.00462
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae|t__Enterococcus_hirae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA|t__GCF_000218445,0,0.3519,0,0,0,0,0.02919,0,0.04057,1.78276,0,0.02948,0,0.27116,0.10163,0.72726,0.24589,0.45732,0.0585,0,0,0.11081
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_multacida,0,0,0,0.03722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA,0,0.03855,0.02269,0,0.2969,0,0.003,0.17489,4.93382,0.00149,0.00569,0.14249,0.02649,0.01057,0.09818,0.25022,2.34635,0.57997,0.01749,0.20031,0.2167,0.03979
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum,0,0,0,0.00086,0,0,0.00186,0,0.09287,0,0.03376,0.56595,0.01902,0,0,0.01295,0,0,0,0,0.0013,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_amylovorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae|t__GCF_000248095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_multacida|t__GCF_000155955,0,0,0,0.03722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA|t__GCF_000209405,0,0.03855,0.02269,0,0.2969,0,0.003,0.17489,4.93382,0.00149,0.00569,0.14249,0.02649,0.01057,0.09818,0.25022,2.34635,0.57997,0.01749,0.20031,0.2167,0.03979
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum|t__GCF_000173455,0,0,0,0.00086,0,0,0.00186,0,0.09287,0,0.03376,0.56595,0.01902,0,0,0.01295,0,0,0,0,0.0013,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_amylovorus|t__Lactobacillus_amylovorus_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota,0.00075,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.00136,0.00568,0
k__Eukaryota|p__Ascomycota,0.00075,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.00136,0.00568,0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes,0.00075,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.00136,0.00568,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales,0.02646,0,0,0,0.01073,0,0,0,0,0,0,0.01665,0,0,0,0.00897,0,0,0,0,0,0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales,0.00075,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.00136,0.00568,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales,0.00072,0,0.01443,0.00986,0,0,0.00135,0,0.02348,0,0,0,0,0,0,0.00341,0.00051,0,0,0.0038,0,0.00122
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname,1.27762,0,0.00089,0.00621,0.13221,0.9794,0.02308,0.02216,0.11491,0.10795,0.44207,3.88235,0.06919,0.08109,0.18072,0.00399,0.01297,0.12063,0.27716,0.13017,0.15381,0.0637
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,0.02646,0,0,0,0.01073,0,0,0,0,0,0,0.01665,0,0,0,0.00897,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,0.01538,0.00553,0.02947,0,0,0,0.00413,0,0,0.00185,0,0,0,0.01278,0,0,0.00392,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,0.00731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Baculoviridae,0.00412,0,0,0,0,0,0.00449,0,0.00312,0,0,0,0.0034,0,0.00391,0,0,0,0,0,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae,0.00277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,0.00148,0,0,0.01571,0,0.00113,0.00431,0.00439,0.0113,0,0,0,0.00258,0,0,0,0.00156,0,0,0.0032,0,0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae,0.00075,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.00136,0.00568,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname,0.00072,0,0.01443,0.00986,0,0,0.00135,0,0.02348,0,0,0,0,0,0,0.00341,0.00051,0,0,0.0038,0,0.00122
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister,8.52904,0,0.05389,0,0,0,3.93721,1.33816,0.00127,18.86488,4.93469,0,5.18614,0.17734,0,0.55877,0,8.3851,0.00299,0,3.41973,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus,6.22755,0.00092,0.01197,0.00078,0.51406,0.17619,0.001,0.01687,0.00679,0.08285,0.01413,0,0.00223,0.03996,0.02472,0,0.00661,0.00358,0,0.07062,0.00971,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor,1.05282,0,0,0.00435,0.09417,0.97321,0.01938,0.02216,0.10856,0.10293,0.17534,0,0.0586,0.0482,0.18072,0.00384,0.01297,0.09066,0.27522,0.05455,0.06595,0.02478
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella,0.22547,0,0,0.0066,0,0,0.00383,0.06908,0,0.01419,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname,0.2248,0,0,0,0.02661,0.00423,0,0,0.00102,0.00154,0.26567,3.88235,0.00984,0.02408,0,0.00016,0,0.00248,0,0.0486,0.01985,0.01777
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas,0.02646,0,0,0,0.01073,0,0,0,0,0,0,0.01665,0,0,0,0.00897,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium,0.01538,0,0,0,0,0,0.00139,0,0,0.00185,0,0,0,0,0,0,0.00392,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter,0.00731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Baculoviridae|g__Alphabaculovirus,0.00412,0,0,0,0,0,0.00449,0,0.00312,0,0,0,0.0034,0,0.00391,0,0,0,0,0,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae|g__Potyvirus,0.00277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,0.00148,0,0,0.01571,0,0.00113,0.00431,0.00439,0.0113,0,0,0,0.00258,0,0,0,0.00156,0,0,0.0032,0,0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces,0.00075,0,0,0,0,0,0.00389,0,0,0,0,0,0,0,0,0,0,0,0,0.00136,0.00482,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella,0.00072,0,0.01443,0.00986,0,0,0.00135,0,0.02348,0,0,0,0,0,0,0.00341,0.00051,0,0,0.0038,0,0.00122
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae,31.47869,0.02178,0.01941,0.01508,0.02318,0.02557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi,20.1418,0.00539,0.01779,0.00463,0.05786,0.03304,0,0.00641,0.01495,0.0381,0.31121,0,0.00224,0.10862,0.01232,0.00452,0.00222,0.01554,0,0.18754,0.00317,0.00182
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme,9.43902,4.00E-04,0,0,0.00252,0.00305,0,0.00077,0.02283,0.00249,0.56854,0,0,0,0,0,0,0,0,0.00419,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus,8.52904,0,0.05389,0,0,0,3.93721,1.33816,0.00127,18.86488,4.93469,0,5.18614,0.17734,0,0.55877,0,8.3851,0.00299,0,3.41973,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile,6.94531,0.05022,0.00218,0,0.00047,0.39998,0,0,2.67236,0,0,0,0,0,0,0,0.56414,0,0,0.04056,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_unclassified,6.22755,0.00092,0.01197,0.00078,0.08665,0.17619,0.001,0.01687,0.00679,0.08285,0.01413,0,0.00223,0.03996,0.02472,0,0.00661,0.00358,0,0.07062,0.00971,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum,3.41264,0,0.01557,0,0.10203,0.05096,0,0.00754,0.03889,0.01373,1.17218,0,0.01029,0.0313,0,0,0,0.00947,0,0.02911,0.00442,0.02277
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum,1.60514,0,0.00166,0,0.08407,0.10901,0,0.00052,0.00325,0.01336,0.00241,0,0,0.02743,0.00158,0,0,0,0,0.03319,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium,1.14488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06103,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii,1.05282,0,0,0.00435,0.09417,0.97321,0.01938,0.02216,0.10856,0.10293,0.17534,0,0.0586,0.0482,0.18072,0.00384,0.01297,0.09066,0.27522,0.05455,0.06595,0.02478
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae,0.59731,0.00297,0.00619,0,0.78719,0.38247,0.00125,0.00079,0.00928,0.04506,3.74869,0,0.15634,0.01937,0.01914,0.0056,0,0.026,0.03081,0.17267,0.34527,0.01097
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_asparagiforme,0.4613,0.00324,0,0,0.02616,0.041,0,0,0,0,0.11315,0,0.01347,0.05276,0.02627,0,0,0,0.00305,0.01493,0.02429,0.02562
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum,0.25849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae,0.22547,0,0,0.00478,0,0,0.00383,0.06908,0,0.00901,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA,0.2248,0,0,0,0.02661,0.00423,0,0,0.00102,0.00154,0.26567,0,0.00984,0.02408,0,0.00016,0,0.00248,0,0.0486,0.01985,0.01777
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31,0.21616,0,0,0,0.03155,0.00883,0,0,0,1.45015,0.01255,0,0,0,0,0,0.00586,0,0,0.67808,0.00517,0.00326
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified,0.20746,0,0,0,0,0,0,0,0,0,0.0228,0,0,0,0,0,0,0,0,0.05658,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta,0.16846,0,0,0,0.00165,0,0,0,0.019,0.00168,0.01136,0,0,0,0,0,0,0,0,0.00791,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_5_2_54FAA,0.15593,0,0,0,0,0,0,0,0,0.00026,0,0,0,0,0,0,0,0,0,0.04078,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3,0.13275,0,0,0.00029,0.02291,0.0095,0.00121,0.00628,0.04379,0.00534,0.00303,0,0,0,0,0.00446,0,0,0,0.09981,0.00298,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae,0.11024,0,0,0,0,0,0,0.14842,0.11114,0.00348,0,0,0.00305,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_innocuum,0.10279,0,0,0,0.00727,0.0114,0,0,0.00077,7.00E-04,0.00373,0,0.00195,0,0.00245,0.01403,0.00157,0,0,0.007,0.00028,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus,0.02732,0.23686,0,0.0035,0.21673,0.04576,0,0.10972,3.54235,0,0.01816,0.01771,0.00577,0.09309,0.05611,0.0493,1.37333,0.01307,0.00235,0.02635,0.13115,0.04018
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_unclassified,0.02646,0,0,0,0.01073,0,0,0,0,0,0,0.01665,0,0,0,0.00897,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA,0.02606,0,0,0,0.00792,0.00365,0,0,0.00432,0.00258,0,0,0,0,0,0,0,0,0,0.02221,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis,0.0255,0.11462,0,0,0,0.04124,0,0.00415,0.59664,0.00307,0.02283,0.03731,0.01665,0,0,0.02318,0.07118,0.03121,0,0.04079,0.00966,0.00478
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum,0.02201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis,0.0169,0.00444,0.00212,0.03067,0.01167,0.0025,0.00016,0,0.01619,0.00094,0,0.00748,0.01091,0.01231,0,0.02238,0,0,0,0.01292,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_propionicum,0.01538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392,0,0,0,0,0
