sample,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ03H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ16H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ17H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ18H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ21H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ24H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ34H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ37H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ45H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ46H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ57H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ60H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ63H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ65H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ67H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ68H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ69H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ73H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ74H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ75H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ77H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ78H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ79H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ80H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ81H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ82H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ83H_17,ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ84H_17
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia|t__GCF_000185705,0.00492,0.01159,0.27114,0,0,0.00317,0.01517,0,0.00371,0,0.01908,0.00813,0,0,0.04232,0,0.04085,0,0.00637,0.01562,0.01837,0.01169,0.08765,0.00217,0.10397,0,0,0.02649
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis|t__Streptococcus_australis_unclassified,0,0.00536,0,0.00223,0,0.0066,0.01699,0.06341,0,0.56611,0.01894,0.25043,0,0.05848,0.01075,0.00157,0.03316,0.05059,0.04169,0,0,0.02457,0.01502,0,0.12636,0,0.10061,0.0192
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus|t__Actinomyces_odontolyticus_unclassified,0.0303,0,0.01131,0.00563,0.00304,0.00159,0,0.02483,0,0.01597,0.0162,0.00837,0.02041,0.03043,0.01126,0.00942,0.10022,0.03941,0.02093,0.01991,0,0.01993,0.02434,0.01592,0.00047,0.01576,0,0.00062
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus|t__GCF_000169255,0.03419,0,0,0.03186,0.01686,0,0.00174,0,0.00264,0,0.01598,0.00076,0.00052,0,0.00232,0,0.0122,0,0,0.01271,0.16898,0,0.00609,0.00822,0.00434,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes|t__Oxalobacter_formigenes_unclassified,0,0,0,0,0,0,0.0046,0,0,0,0.01577,0,0,0,0.00533,0,0,0,0,0,0,0,0.00455,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica|t__GCF_000157975,0.36283,0.00258,0,0.00482,0.00204,0,0,0,0.00463,0.00959,0.01476,0,0.12157,0,0,0,0.00237,0,0,0.27186,0.01155,0.0478,0.68025,0,0,0,0,0.01002
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii|t__Actinomyces_graevenitzii_unclassified,0.03924,0,0.01477,0,0,0.00237,0,0.01168,0.03939,0,0.01215,0.02349,0,0.01799,0,0,0,0.01325,0.02007,0,0,0,0.01063,0.00024,0.01811,0.02235,0.00602,0.01566
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis|t__Streptococcus_sanguinis_unclassified,0.00122,0.00814,0.02783,0.00748,0,0.08223,0.00239,0,0.00266,0.2619,0.01152,0.05984,0.00453,0.00591,0,0.01242,0.00401,0.02346,0.00256,0.03683,0.0063,0.00771,0.00669,0.00804,0.01602,0.00124,0.00582,0.00438
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__GCF_000205025,0.00466,0.03295,0.05818,0,0.01137,0,0,0.17067,0,0.02586,0.00793,0.03041,0,0,0,0.00965,0,0,0,0,0,0,0,0,0,0.02296,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis|t__Streptococcus_vestibularis_unclassified,0.04354,0,0.04028,0,0,0.0691,0.01255,0,0,0.21903,0.00696,0.04224,1.4461,0,0,0.0902,0,0.0121,0,0,0,0,0,0.02143,0,0.02723,0.15728,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1|t__GCF_000218405,0.00305,0,0,0,0,0,0,0,0.00412,0,0.0067,5.00E-04,0.72491,0,0.01533,0.0974,0.03538,0,0,0.09229,0,0,0.30291,0.00308,0,0.01935,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_durum|t__GCF_000318135,0,0,0.00636,0,0.00576,0,0,0,0,0.00647,0.00632,0.00255,0,0,0,0,0,0,0,0,0,0,0,0,0.00131,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__Streptococcus_thermophilus_unclassified,0,0.41508,3.01795,0.35733,0.03885,0.74981,0.02107,0.24048,0.01995,0.19204,0.00627,0.05347,0.92349,0.32898,0.41517,8.39588,0.04331,2.75527,0.06155,0.00688,0.00888,9.7651,0.00906,0.83935,0.60136,0.06016,0.81553,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47|t__GCF_000144975,0.00229,0.04106,0.00162,0,0.0067,0,0,0.04473,0,0.07371,0.00439,0.02713,0.04151,0,0,0,0,0,0,0,0,0,0,0,0,0.07731,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__Escherichia_coli_unclassified,0.47564,0.01326,0.39941,0.01891,0.26616,31.95444,0.00771,0.22344,0.52271,0.02668,0.00376,0,1.18179,0.00743,0.49174,1.15699,0,0.35291,0,0.13747,0,0,1.52005,0,0.17998,0,0.14894,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_variabile|t__GCF_000157955,0,0,0,0,0,0,0,0,0.00129,0.00071,0.00359,0.00078,0,4.00E-04,0.00288,0,0,0,0.00127,0,0.05821,0.00051,0.00987,0.00033,0.00118,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_2_2_44A|t__GCF_000225685,0.02171,0,0.00691,0,0,0,0.01102,0,0.00116,0,0.0031,0,0.22053,0,0,0.06418,0.01494,0,0,0.00334,0.05353,0.00071,3.88646,0.02482,0.01036,0.00602,0,0.00254
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter|s__Coprobacter_fastidiosus|t__GCF_000473955,0.03723,0.01888,0,0,0,0,0.08045,0,0,0.01237,0.00306,0.00025,0,0,0.0155,0,0.22484,0,0.00593,0,0.10741,0.12904,0.03721,0.0348,0,0,0,0.06707
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris|t__GCF_000180155,0,0,0.00451,0,0,0,0,0,0,0.00295,0.00285,0.00044,0.00201,0.0012,0,0.00393,0,0,0,0,0.00346,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_viscosus|t__GCF_000175315,0,0,0.00604,0,0,0.00033,0,0,0,0.00144,0.0026,0.00045,0.01756,0,0,0.00142,0,0.00063,0,0,0.01939,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii|t__GCF_000239295,0.03109,0.00039,0.04364,0.01264,0,0,0,0,0.00998,0,0.00253,0.00178,0.02884,0,0.00333,0,0.24786,0,0.00489,0.00859,0.10207,0,0.13911,0.01991,0,0.01716,0,0.01376
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis|t__GCF_000312145,0,0.01804,0,0,0,0.00269,0.01569,0,0.00614,0,0.0015,0.00837,0.07492,0.00267,0.03408,0.04679,0,0.00737,0.00833,0.00442,0.00285,0.01713,0.00228,0.0037,0,0,0,0.00327
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile|t__GCF_000156035,0,2.00E-04,0,0,0,0,0,0,0,0,0.00144,0,0,0,0,0.43973,0,0,0,0,0,0,4.43891,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3|t__GCF_000242195,0.01452,0,0,0.02563,0,0,0.00038,0,0,0,0.0011,0,0.00401,0.00036,0.00166,0.0026,0.0016,0,0,0.06452,0.02059,0,0.0255,0.00382,0.00582,0.00165,0,0.00027
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_noname|s__Eubacterium_infirmum|t__GCF_000242675,0,0,0,0,0,0,0,0,0,0,0.001,0.00322,0,0.00326,0,0,0.00075,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri|t__GCF_000157935,21.41883,0,0.02769,0,0,10.36774,0,11.88235,0.00285,20.46545,0.00061,23.68204,4.00E-04,0,8.63881,0,0,0,0,1.51772,0,0,0,0,0,0,28.04884,1.41738
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis|t__Actinomyces_massiliensis_unclassified,0,0.00325,0,0,0.0036,0,0,0,0,0.00017,0.00045,0,0.00125,0.00677,0,0.00931,0,0.00422,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella|s__Olsenella_uli|t__GCF_000143845,0,0,0,0,0,0,0,0,0,0.00046,0.00021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,0.00835,0.01895,0,0.00639,0.00796,0.05334,0.00226,0.72466,0.03743,6.30517,0,0,0.40739,0.07995,0.06236,0.04317,0,0.02271,0,0,0.04536,0.03469,0,0,0.00274,0.00097,0.02229,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00364,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,0,0,0.06187,0,1.9671,0.00959,0,0,0.02022,0.98046,0,0.47755,0.00091,0,0.00651,0,0,0.01414,0,0,0,0,0.00021,0,0,0,0.00482,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,0.00199,8.00E-04,0.02771,0,0,0.00985,0.0099,0,0.00565,0.03036,0,0.01346,0.00112,0.00172,0,0,0,0.01303,0,0,0,0.01735,0,0,0.008,0.00964,0.02076,0.00877
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister,0,0,0.01143,0,0,0,0,2.32663,0.00036,2.28443,0,0.09234,0.01292,0,0,0,0,0,2.1777,5.73571,0,2.61689,0,0,1.98686,3.49099,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella,1.09126,0.45364,0,0,0,0.02986,0,1.00979,0,0.26275,0,5.00E-05,0.16102,0,0.31821,0.23955,0,0.8856,0,0,0,0,0,0.67411,0,1.96472,0,1.87006
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,0.00835,0.01895,0,0.00639,0.00796,0.05334,0.00226,0.72466,0.03743,6.30517,0,0,0.40739,0.07995,0.02087,0.04317,0,0.02271,0,0,0.04536,0.00243,0,0,0.00274,0.00097,0.02229,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus,0.00682,0.00479,0,0,0.00876,0.00593,0,0,0.04215,0.00661,0,0.00514,0.17307,0,0.01006,0.07723,0.03171,0,0,0.07837,0,0,0.46194,0.0096,0.00135,0.06371,0,0.02083
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Parascardovia,0.00235,0,0,0,0,0.00192,0,0,0,0,0,0,0.01359,0.00281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,0,0,0.06187,0,1.9671,0.00959,0,0,0.02022,0.98046,0,0.47755,0.00091,0,0.00651,0,0,0.01414,0,0,0,0,0.00021,0,0,0,0.00482,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,0.00199,8.00E-04,0.02771,0,0,0.00985,0.0099,0,0.00565,0.03036,0,0.01121,0.00112,0.00172,0,0,0,0.01303,0,0,0,0.01735,0,0,0.008,0.00964,0.02076,0.00877
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium,0.00671,0,0.00769,0,0,0.00468,0,0,7.00E-04,0.00049,0,0.00513,0,0.00588,0,0,0.00241,0,0.00965,0,0,0,0,0.00066,0,0.00164,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus,0,0,0.01143,0,0,0,0,2.32663,0.00036,0,0,0.09234,0.01292,0,0,0,0,0,2.1777,5.73571,0,0.05605,0,0,1.98686,3.49099,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis,0.44786,0.96367,0,6.60308,0,0,0,0.74782,3.81417,1.62077,0,0.00015,0.28172,0.30701,0.11712,0,0,0,0,0.07452,0,0.0016,0,0,0.25365,0,0.87721,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified,0.92632,0.37031,0,0,0,0.02821,0,0.80938,0,0.17048,0,5.00E-05,0.1074,0,0.22356,0.18731,0,0.7205,0,0,0,0,0,0.40257,0,1.57234,0,1.30317
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,0.12693,0,17.49711,0.28197,0.15419,0.06195,0,0,0.22415,0.58891,0,0.89282,0.32395,0.13011,0.70088,0.09906,0,2.64607,2.82793,0.04238,15.5484,0.17106,0.06103,0.00076,0.32778,7.72064,0.27092,0.33276
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_4_3_54A2FAA,0,0,0,0,0,0,0,0,0.09683,0,0,0,0.08891,0,0,0.17656,0,0,0,0,0,0,0.20034,0,0.21302,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified,0.34261,0,0.00303,0,0,0,0,0,0,0,0,0,0.3226,0,0,0.09748,0.68469,0,0,0.4608,0.07062,2.037,0,0.40873,0.58646,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara,0.15615,0.08018,0,0,0,0.00165,0,0.18918,0,0.07297,0,0,0.05122,0,0.09063,0.04804,0,0.16494,0,0,0,0,0,0.23313,0,0.29511,0,0.46645
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,0.17487,0.00038,0.15888,0.01916,0.01887,1.81592,0.02479,0.10062,0.40384,2.46132,0,0.28604,0.51145,0.07748,0.25397,0.00853,0.1009,0.50098,0.10308,0.26318,0.03163,0.29159,0.01523,0.08495,0.08487,0.2562,0.16972,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_reuteri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gallolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0.00214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium,0,0,0,0,0.03124,0.05982,0,0,0.00111,0.82672,0,0,0.03797,0.00354,0.02835,0,0,0.10526,0,0.02451,0.065,0,0,0,0.00132,0.00373,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii,0.01525,1.04841,0.02533,0,0.01359,0,0.06975,0,0.22021,0.15294,0,0.04847,0.03062,0.20199,0.49834,7.00E-04,0,0.04691,0.02924,0.00743,0.94864,0.31728,0.02703,0.11555,0.03761,0.06442,0.0526,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis,0.00146,0,0.00022,1.74096,0,0.00104,1.08246,0.55323,2.1364,0.00264,0,0.38926,0.50079,0.04767,0.40342,0.01831,0.0652,0.80927,0.60916,0.4172,2.07265,0,0.22732,0.46042,0.06904,0,0.67087,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA,0.03952,0.07242,0,0.10958,0,0.08178,0,0,0,0.00379,0,0,0.00012,0,0,0,0.18874,0.00147,0,0.02425,0,0.0428,0,0.00228,0.00201,0,0.00367,0.00108
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,0,0,0,0,0,0.09402,0.86292,0,0.08242,0.00996,0,0.02067,0,0,0,0,0.8014,0,0.00949,0,1.01942,1.10503,0,0.89309,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila,0.00878,0.00315,0,0,0,0,0,0.01123,0,0.0193,0,0,0.0024,0,0.00402,0.0042,0,0.00016,0,0,0,0,0,0.03841,0,0.09727,0,0.10045
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae,0.02878,0,2.65796,0.93137,0,0,0,0,0.01555,0,0,0.00409,0.16143,0,0,0.00769,0.00388,0,0.01695,0.00533,0.00319,0.00032,0.06552,0.00021,0.48987,1.11582,0,0.09324
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans,0.00149,0,0,0,0.0296,0,0,0,0.00014,0.01308,0,0,0.06806,0.00129,0,0,0,0,0,0,0.02697,0.00731,0,0,0,0.01991,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_unclassified,0,0.00479,0,0,0.00795,0.00593,0,0,0,0.00661,0,0,0,0,0.01006,0.06673,0.0193,0,0,0.05415,0,0,0,0.0096,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum,0,0,0.03099,0.00382,0,0,0.00448,0,0.00115,0,0,0,0.0639,0,0,0.02484,0.02204,0,0,0.01176,0,0,0,0,0.07897,0,0,0.00083
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii,0.00366,0,0.00197,0,0.00274,0.00931,0,0,0,0.19371,0,0.00852,0.02064,0.00021,0,0,0,0,0,0,0.00577,0,0.00355,0,0,0,0.01095,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens,0,0.09996,0,0.34298,0.11109,0.00128,0.33925,0,0.02303,0.02471,0,0.00117,0.00316,0.10347,0.00181,0,0.02654,0,0,0,0,0.38967,0.00769,0,0.59486,0.16171,0.00832,0.00148
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Parascardovia|s__Parascardovia_denticolens,0.00235,0,0,0,0,0.00192,0,0,0,0,0,0,0.01359,0.00281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_uberis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius,0,0,0,0,0,0,0,0,0,4.20667,0,0,0,0,0,0,0,0,0,0,0.04536,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis,0.02062,0.00177,0,0,0,0,0.00499,0,0.01706,0,0,0.01818,0,0,0,0.01164,0.05045,0,0,0,0,0,0,0,0,0.0441,0,0.00415
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium,0,0,0.03933,0,1.83063,0.00677,0,0,0.02022,0.80272,0,0.46897,0.00023,0,0.00131,0,0,0.01414,0,0,0,0,0,0,0,0,0.00482,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_albus,0,0,0,0.00137,0.00022,0,0,0,0.00382,0,0,0,0,0.00015,0,0,0,0.0085,0.00187,0.00294,0,0.00078,0,0.00294,0,0.00688,0,0.00023
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_unclassified,0.00056,8.00E-04,0.02596,0,0,0.00806,0.0099,0,0.00565,0.01976,0,0.00872,0,0.00172,0,0,0,0.01219,0,0,0,0.0132,0,0,0.00462,0.00964,0.01943,0.00877
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_parvulum,0.00671,0,0.00665,0,0,0.00468,0,0,7.00E-04,0.00049,0,0.00513,0,0.00588,0,0,0.00241,0,0.00965,0,0,0,0,0.00066,0,0.00164,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__GCF_000162015,0,2.6855,0,5.216,3.98835,1.21453,2.14943,0,0.7569,0.66985,0,0.58371,0,1.66514,1.6732,0,0,6.87966,3.57951,2.11184,0,3.17796,1.72611,1.58508,0,11.47313,3.68392,2.31165
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__GCF_000210035,0,2.62123,0,0,0,0,0,0,0,0.98779,0,0,0,1.56186,0,0,7.44854,0.89251,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus|t__GCF_000160055,0,0,0.01143,0,0,0,0,2.32663,0.00036,0,0,0.09234,0.01292,0,0,0,0,0,2.1777,5.73571,0,0.05605,0,0,1.98686,3.49099,0,0
